"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
5352616,소고기미역국,254863,"17","2145",끓이기,일상,국/탕,소고기,[재료] 마른미역 17g| 소고기국거리용 100g| 쌀뜨물 18컵 [양념] 멸치액젓 4숟갈| 참기름 5숟갈| 소금 약간 [고기밑간] 간장 1숟갈| 후추 약간 [미역밑간] 국간장 2숟갈,"3인분",초급,"2시간이내"
5354427,오이지무침,70518,"15","918",무침,일상,밑반찬,채소류,[재료] 오이장아찌 2개| 쪽파 4큰술 [양념] 고춧가루 1+1/2큰술| 다진마늘 1/2작은술| 참기름 1작은술| 매실액 1큰술| 설탕 1/3큰술| 참깨,"4인분",초급,"60분이내"
5354741,닭가슴살찜닭,64537,"13","1445",찜,일상,메인반찬,닭고기,[재료] 닭가슴살 6개| 홍합 40개| 매운고추 1줌| 양파| 애호박| 당근| 양송이버섯| 청양고추| 미림 2TS| 후추| 물전분 5TS| 다싯물 [양념] 간장 100cc| 굴소스 3TS| 설탕 2TS| 참기름 3TS| 통깨 1TS| 다진마늘 2TS,"2인분",초급,"60분이내"
5354744,베이컨가지말이,63443,"7","1495",굽기,일상,디저트,채소류,[재료] 베이컨| 가지,"2인분",초급,"15분이내"
5354881,밥,126018,"11","2174",볶음,야식,밥/죽/떡,육류,[재료] 밥 1공기| 닭가슴살 1캔| 마늘 1+1/2통| 달걀 1개| 올리브유 2큰술| 블랙올리브 조금,"1인분",초급,"30분이내"
5357345,오징어볶음,68459,"16","2822",볶음,술안주,메인반찬,해물류,[재료] 오징어 2마리| 양배추 약간| 양파 1/2개| 대파 2대| 홍고추 1개| 식용유 1큰술| 참깨 [양념] 고추장 1큰술| 고춧가루 1+1/2큰술| 다진마늘 1큰술| 후춧가루 약간| 양조간장 1큰술| 맛술 1작은술| 생강소스 1작은술| 매실액 1큰술| 올리고당,"4인분",초급,"30분이내"
5357801,꽃게찌개,74284,"10","811",끓이기,일상,찌개,해물류,[재료] 꽃게 4마리| 양파 1개| 애호박 1/3개| 홍고추 1개| 청양고추 2개| 천일염 약간 [양념] 고추장 3큰술| 고춧가루 1큰술| 된장 1작은술| 조선간장 1작은술| 매실청 1큰술| 다진마늘 1큰술| 다진생강 약간| 맛술 1큰술| 후춧가루 약간| 천일염 1작은술| 멸치다시마국물 3큰술 [멸치다시마 국물] 다시멸치 10마리| 양파 1/2개| 다시마 4조각| 물 6컵,"",중급,"60분이내"
5358651,오이무침,323369,"32","7906",무침,일상,밑반찬,채소류,[재료] 오이 2개| 양파 1개 [양념] 고춧가루 2TS| 소금 2/3TS| 마늘 1/2TS| 설탕 약간| 통깨 조금,"2인분",초급,"15분이내"
5358652,소고기무국,81565,"12","1584",끓이기,일상,국/탕,소고기,[재료] 무 1/3정도| 소고기 180g| 대파 조금 [양념] 어간장 1+1/2TS| 마늘 1/3TS| 참기름 1/2TS| 후추 약간 [다시마멸치육수] 멸치 5개| 다시마(4*4) 5개,"2인분",초급,"30분이내"
5358894,치즈감자만두그라탕,74786,"12","919",굽기,야식,양식,가공식품류,[재료] 만두 2~3개| 찐감자 1개| 올리브오일| 치즈 [양념] 설탕| 소금| 버터,"1인분",아무나,"15분이내"
5359820,야채물김치,63026,"8","535",절임,일상,김치/젓갈/장류,채소류,[재료] 냉장고속과일| 배추| 무| 잔파| 양파 [양념] 소금| 생수,"2인분",초급,"60분이내"
5361148,닭가슴살크루통샐러드,83180,"13","1557",기타,다이어트,샐러드,닭고기,[재료] 훈제닭가슴살캔 1개| 토마토 1개| 양상추| 브로콜리| 레몬| 식빵 2장| 플레인요거트,"1인분",초급,"15분이내"
5362054,갈릭찹스테이크,83934,"57","3757",볶음,손님접대,양식,육류,[재료] 소고기안심 300g| 마늘 10톨| 양파 1/4개| 파프리카 약간| 피망 약간| 파슬리가루 [양념] 올리브오일 2숟갈| 소금 약간| 후추 약간| 스테이크소스 3숟갈| 케첩 3숟갈| 핫소스 1숟갈| 굴소스 1/3숟갈| 조청 1숟갈| 후추 약간,"",초급,"60분이내"
5364884,고구마샐러드샌드위치,79356,"19","1406",기타,도시락,빵,밀가루,[재료] 모닝빵 4개| 밤고구마| 양파 1/2쪽| 치즈| 파프리카 1/2쪽| 옥수수캔| 브로콜리데친것 조금| 로메인상추| 크래미 2개 [양념] 마요네즈| 머스터즈소스,"",초급,"30분이내"
5365272,족발볶음,55321,"10","850",볶음,야식,메인반찬,돼지고기,[재료] 먹다남은족발| 대파| 호박| 당근| 양파| 청고추|홍고추| 식용유 조금| 통깨 [양념] 고추장 2큰술| 자두액 2큰술| 맛간장 1큰술| 다진마늘 1큰술| 올리고당 1큰술| 참기름 1큰술| 후추가루 조금,"",초급,"30분이내"
5367727,배추막김치,91251,"8","753",절임,일상,김치/젓갈/장류,채소류,[재료] 배추 1/2포기| 굵은소금 5큰술 [양념] 쪽파| 통깨| 고추가루| 액젓| 배즙| 사과즙| 마늘| 생강| 새우젓,"1인분",초급,"30분이내"
5367766,해삼초무침,119373,"10","1160",무침,일상,밑반찬,해물류,[재료] 해삼 3마리| 배 1/3개| 오이 2/3개| 당근 약간| 미나리 1줌| 양파 1/2개| 풋고추 1개| 홍고추 1개| 마늘 1쪽| 검은통깨 1큰술| 소금 약간| 얼음 2/3컵 [양념] 고추장 3+1/2큰술| 고춧가루 1큰술| 양조간장 1큰술| 올리고당 1큰술| 맛술 1큰술| 식초 2큰술| 참기름 2큰술| 후춧가루 약간,"",초급,"30분이내"
5368061,유부김밥,62383,"11","1235",기타,도시락,밥/죽/떡,쌀,[재료] 유부 16장| 김 10장| 맛살| 단무지| 우엉| 시금치| 당근| 깻잎| 계란 4개| 물 1컵 [양념] 시판불고기양념 5큰술 [밥 양념] 소금| 참기름| 참깨,"6인분이상",중급,"90분이내"
5368709,김말이,141046,"11","1102",무침,다이어트,기타,쌀,[재료] 쌀국수 100g| 김 1장| 청파프리카 1/8개| 홍파프리카 1/8개| 노랑파프리카 1/8개 [양념] 간장 1T| 설탕 1T| 식초 1T| 참기름 1T| 칠리소스 1t,"1인분",초급,"60분이내"
5372032,돼지고기계란장조림,117666,"40","3924",조림,일상,밑반찬,달걀/유제품,[재료] 토종유정란 14개| 돼지고기안심 420g| 홍고추 1개 [양념] 양조간장 150ml| 다시마육수 4+1/2컵| 통마늘 15개| 후추 약간| 설탕 2큰술| 맛술 1큰술,"2인분",초급,"60분이내"
5375808,사과부추무침,65461,"40","3519",무침,초스피드,밑반찬,과일류,[재료] 사과 1개| 부추 150g [양념] 까나리액젓 1큰술| 매실액 2큰술| 고춧가루 1큰술| 다진마늘 1/2큰술| 통깨 2작은술,"",아무나,"15분이내"
5377405,계란말이,76585,"16","2021",부침,일상,밑반찬,달걀/유제품,[재료] 달걀 4개| 양파 약간| 대파 약간| 당근 약간| 햄 약간 [양념] 소금 1/5숟갈| 물 2숟갈| 오일 약간,"2인분",초급,"15분이내"
5378864,새우튀김,99592,"15","751",튀김,간식,기타,해물류,[재료] 새우| 밀가루| 빵가루| 베이킹소다| 계란 [양념] 식용유,"2인분",초급,"60분이내"
5379468,김치볶음밥,89596,"10","1104",볶음,일상,밥/죽/떡,쌀,[재료] 김치 1줌| 밥 1공기| 계란 1개 [양념] 후추 약간| 통깨 적당량,"1인분",초급,"30분이내"
5379945,묵비빔밥,96154,"40","3991",비빔,다이어트,밥/죽/떡,채소류,[재료] 밥| 도토리묵| 상추| 당근| 새싹| 김 [양념] 설탕 1/2숟갈| 간장 6숟갈| 고추가루 1숟갈| 다진파 3숟갈| 깨소금 1숟갈| 참기름 1숟갈,"1인분",초급,"10분이내"
5384168,야채전,60801,"6","1031",부침,술안주,밑반찬,채소류,[재료] 애호박 1/2개| 표고버섯 4개| 양파 1/2개| 당근 1/2개| 계란 4개| 밀가루 5TS [양념] 소금| 후추,"3인분",초급,"15분이내"
5389599,과일펀치,96318,"6","579",기타,다이어트,차/음료/술,과일류,[재료] 사과| 키위| 블루베리| 아가베시럽| 우유(과즙우유),"1인분",아무나,"15분이내"
5392844,약밥,103383,"9","824",찜,영양식,밥/죽/떡,곡류,[재료] 찹쌀(불려서사용) 3컵| 밤| 대추| 은행| 잣 [양념] 간장 3큰술| 흑설탕 3큰술| 참기름| 계피가루,"6인분이상",초급,"60분이내"
5396084,햄버거,82087,"17","3095",굽기,도시락,빵,밀가루,[재료] 돼지고기갈은것| 소고기갈은것| 양파| 피클| 파프리카| 치즈| 햄버거빵| 양상추| 마요네즈| 토마토| 빵가루 [양념] 설탕| 간장| 올리고당,"",중급,"60분이내"
5398809,소고기김밥,57103,"12","836",볶음,도시락,밥/죽/떡,소고기,[재료] 다진소고기 200g| 밥 3공기| 당근 1/2개| 시금치나물| 단무지| 계란 2개| 소금| 참기름| 깨소금| 김밥김 [양념] 고추장 1숟갈| 고추가루 1/3숟갈| 다진마늘 1/2숟갈| 간장 1숟갈| 생강술 2숟갈| 참기름 1숟갈| 올리고당 1/2숟갈| 후추 약간,"",초급,"60분이내"
5400888,닭갈비,118991,"32","3631",볶음,술안주,메인반찬,닭고기,[재료] 닭안심(닭다리살) 500g| 깻잎 6장| 양파 1/2개| 양배추 2줌| 대파 2단| 떡볶이떡 8개| 고구마(소) 1개| 식용유 3큰술 [닭갈비 양념] 다진마늘 1+1/2큰술| 참기름 1큰술| 맛술 1큰술| 생강즙 1큰술| 올리고당 4큰술| 간장 1큰술| 굴소스 1+1/2큰술| 후춧가루 약간| 고춧가루 3큰술| 고추장 4큰술,"2인분",중급,"60분이내"
5404025,연근샐러드,73347,"6","449",데치기,일상,샐러드,채소류,[재료] 연근 1개| 견과류 약간 [양념] 검은깨 1큰술| 참깨 3큰술| 마요네즈 4큰술| 꿀 1/2큰술| 화이트와인 1/2큰술| 소금 약간| 생수 2큰술,"2인분",초급,"30분이내"
5405180,소갈비찜,92963,"45","1805",찜,손님접대,메인반찬,소고기,[재료] 소갈비 2kg| 대파 약간| 당근 1개| 감자(중) 2개| 통마늘 7쪽| 소주(또는정종) [양념] 매실엑기스| 간장 100ml| 설탕 2스푼| 마늘 3스푼| 후춧가루| 배즙| 양파간것,"4인분",중급,"90분이내"
5405199,홍시비빔국수,61699,"6","602",비빔,야식,면/만두,쌀,[재료] 소면 90g| 종류별 파프리카| 청피망| 콩나물| 양파 [양념] 홍시 1/2개| 고춧가루 1숟갈| 고추장 1숟갈| 매실효소 2숟갈| 생강술 1숟갈| 참기름 1숟갈| 식초 1숟갈,"",초급,"30분이내"
5405250,간장치킨,112556,"41","4475",굽기,술안주,메인반찬,닭고기,[재료] 중간닭 1마리| 전분 3큰술| 소금 2~3꼬집| 후추 약간 [양념] 마늘 1스푼| 간장 8스푼| 레몬즙 2~3스픈| 후추 약간| 매실엑기스 2스픈| 설탕 1스픈,"",중급,"60분이내"
5406628,동그랑땡,74530,"10","1415",부침,명절,밑반찬,육류,[재료] 돼지고기갈은것 400g| 계란 3개| 당근 1/2개| 양파(대) 1개| 피망 1개| 쪽파 조금| 두부 1/2개| 밀가루 2스푼 [양념] 다진마늘 1스푼| 청주 1스푼| 소금 약간,"4인분",중급,"30분이내"
5406682,소갈비살구이,80256,"11","379",굽기,일상,메인반찬,소고기,[재료] 소갈비살 600g [양념] 간장 6큰술| 키위 1개| 사과 1/2개| 다진마늘 2큰술| 매실청(설탕대체가능) 2큰술| 참기름| 된장 1/2큰술| 후추,"3인분",초급,"60분이내"
5407249,어묵볶음,700280,"90","39529",볶음,일상,밑반찬,가공식품류,[재료] 사각어묵 3장| 양파 1/2개| 당근 약간| 참깨| 식용유 [양념] 고춧가루 1큰술| 간장 1큰술| 참기름 1작은술| 굴소스 1큰술| 올리고당 1+1/2큰술| 다진마늘 1작은술,"3인분",초급,"15분이내"
5410564,닭개장,56106,"9","1359",끓이기,영양식,국/탕,닭고기,[재료] 닭백숙용 1마리| 배추(데친것) 10장| 대파 3줄기| 청양고추 3개| 홍고추 2개| 된장| 소주(닭삶을때) 1컵| 대추 10알| 통마늘 10알| 양파 1/2쪽| 무 1쪽| 백숙용티백 [양념] 고추가루 4| 된장 2| 국간장 4| 소금| 다진마늘 2| 후추가루 조금| 닭육수 1주걱,"",초급,"90분이내"
5413573,참치밥전,103394,"27","4042",부침,초스피드,밥/죽/떡,가공식품류,[재료] 참치 1/2캔| 당근 1/4개| 양파 1/2개| 두부 1/4모| 밥 1공기| 계란 2개 [양념] 소금 약간| 식용유,"",초급,"30분이내"
5414018,까르보나라떡볶이,100394,"15","3123",볶음,초스피드,밥/죽/떡,쌀,[재료] 떡(구멍뚫린떡)| 브로콜리 1/2개| 휘핑크림(소)| 우유 100ml| 파마산가루| 양파 1/2개 [양념] 후추| 소금,"",초급,"30분이내"
5419657,훈제오리월남쌈,118634,"44","3004",기타,손님접대,메인반찬,육류,[재료] 라이스페이퍼| 훈제오리고기| 빨강파프리카| 노랑파프리카| 당근| 양파| 청양고추 [양념] 머스터드소스| 오리엔탈드레싱,"2인분",중급,"60분이내"
5420128,돼지고기감자고추장찌개,132256,"128","4895",끓이기,일상,찌개,돼지고기,[재료] 삼겹살 170g| 감자 220g| 양파 1/3개| 대파 1/3대| 홍고추 1개| 청양고추 1개| 멸치육수 2+1/2컵| 소금| 후추 [양념] 다진마늘 1/2숟갈| 설탕 1/2숟갈| 고추가루 2숟갈| 국간장 1/2숟갈| 고추장 1/2숟갈,"",초급,"30분이내"
5421184,오리불고기,257324,"43","2969",볶음,일상,메인반찬,육류,[재료] 오리 1마리| 양파 3개| 부추 1/2단| 파 약간 [양념] 마늘 2스푼| 고추장 3스푼| 고춧가루 1스푼| 후추 약간| 매실엑기스 2스푼| 간장 3+1/2스푼,"4인분",초급,"90분이내"
5421798,콜라삼겹살볶음,76837,"13","1372",볶음,야식,메인반찬,돼지고기,[재료] 삼겹살 600g| 양파 1개| 당근 1/3개| 깻잎 6장 [양념장] 간장 3스푼| 청주 2스푼| 고추장 1+1/2스푼| 콜라 8스푼| 참기름 1스푼| 후춧가루 약간,"2인분",중급,"30분이내"
5422332,소세지야채볶음,75950,"6","1904",볶음,술안주,메인반찬,가공식품류,[재료] 돈불고기맛소세지| 갈릭맛소세지| 청양고추맛소세지| 떡| 피망| 양파| 마늘 [양념] 굴소스 2~3큰술| 설탕 1큰술| 소금| 후추| 참기름,"2인분",초급,"30분이내"
5423048,고구마튀김,64132,"23","618",튀김,간식,디저트,채소류,[재료] 고구마 2개| 달걀 1개| 튀김가루| 밀가루| 식용유| 얼음| 물,"2인분",아무나,"15분이내"
5423892,팥칼국수,91336,"17","1081",끓이기,영양식,면/만두,곡류,[재료] 팥 1컵| 칼국수면 120g| 소금| 설탕,"",중급,"90분이내"
5424649,메추리알까는법,60701,"8","415",삶기,일상,기타,달걀/유제품,[재료] 메추리알| 물| 소금| 식초| 밀폐용기,"2인분",아무나,"15분이내"
5430106,전복죽,77356,"10","711",끓이기,일상,밥/죽/떡,해물류,[재료] 전복(소-큰것3개) 6개| 소금| 참기름| 찹쌀 1/2컵| 맵쌀 1/2컵| 물 10컵,"",중급,"30분이내"
5430130,쫄면,73911,"14","1719",비빔,일상,면/만두,가공식품류,[재료] 쫄면사리 100g| 깻잎 3장| 당근 약간| 콩나물 60g| 양배추| 삶은계란 1/2쪽 [양념] 고춧가루 1작은술| 고추장 1+1/2큰술| 올리고당 1+1/2큰술| 참기름 1큰술| 다진마늘 1작은술| 매실액 1큰술| 간장 2/3큰술| 요리초 1큰술| 참깨,"1인분",초급,"30분이내"
5433849,야채어묵볶음,108002,"23","2440",볶음,일상,밑반찬,가공식품류,[재료] 동원 어묵 (150g) 2봉| 당근 채썬것 1줌| 팽이버섯 1줌| 양파 채썬것 1줌| 대파 1줌 [양념] 굴소스 1+1/2큰술| 매실액 1+1/2큰술| 마늘 1큰술| 깨소금,"",초급,"30분이내"
5437319,소고기무국,99954,"20","2018",끓이기,일상,국/탕,소고기,[재료] 양지국거리 200g| 무 2토막| 마늘 1큰술| 파 1줌 [양념] 조선간장 2큰술| 참기름 1큰술| 소금,"",초급,"30분이내"
5438498,달걀볶음밥,127654,"21","2966",볶음,일상,밥/죽/떡,달걀/유제품,[재료] 달걀 2개| 현미밥 1공기 [양념] 간장 1숟갈| 참기름 1숟갈| 소금| 깨소금,"1인분",초급,"15분이내"
5439479,쇠고기장조림 ,98180,"7","854",조림,일상,밑반찬,소고기,[재료] 핏물제거한사태| 꽈리고추(또는애기고추) 10개| 마늘 15쪽 [양념] 맛간장 1컵| 육수 1/2컵| 백포도주 2큰술| 꿀 1작은술,"2인분",중급,"60분이내"
5442546,고구마라떼,58836,"12","1013",기타,영양식,차/음료/술,채소류,[재료] 찐고구마 100g| 따뜻한우유 130g| 호두 10g [양념] 조청 7g| 시나몬가루 약간,"1인분",초급,"5분이내"
5444973,가지무침,197027,"8","1170",무침,일상,밑반찬,채소류,[재료] 가지 2개 [양념] 어간장 3TS| 요리당 1/2TS| 참기름 1/2TS| 통깨 조금| 고추가루 1TS| 청양고추 1개| 대파 조금| 마늘 조금,"4인분",초급,"15분이내"
5447930,우럭매운탕,105630,"16","817",끓이기,손님접대,국/탕,해물류,[재료] 우럭(손바닥만한크기) 2마리| 무 1/5개| 대파 2개| 청양고추 약간| 쑥갓 약간| 다시다| 멸치우린육수| 콩나물 1줌| 두부 1/3모 [우럭매운탕 양념장] 고추가루 3스푼| 고추장 1스푼| 된장 1스푼| 다진마늘 1스푼| 생강 1/3스푼| 청주 3스푼,"",중급,"60분이내"
5451095,깻잎장아찌,146208,"23","1890",절임,일상,밑반찬,채소류,[재료] 깻잎 60장 [양념] 간장 1/2컵| 생수 1컵| 매실액 50ml| 양파 1/2개| 청고추 2개| 홍고추 2개,"",중급,"2시간이상"
5452148,호박죽,65538,"7","366",끓이기,일상,밥/죽/떡,채소류,[재료] 단호박 1개| 현미찹쌀 1컵| 팥 1/2컵,"2인분",초급,"30분이내"
5455956,뼈다귀감자탕,67299,"6","703",끓이기,일상,국/탕,육류,[재료] 돼지등뼈 1kg| 묵은지 1/4포기| 양파 1개| 대파 1대| 청주 약간| 감자(소) 6~7개 [양념] 된장 1스푼| 고추가루 1스푼| 간장 1스푼| 다진마늘 1스푼| 청주 2스푼| 후추 약간| 참기름 약간,"2인분",중급,"60분이내"
5456625,뚝배기달걀찜,72198,"14","1765",찜,일상,메인반찬,달걀/유제품,[재료] 달걀 4개| 물 1컵| 대파 3cm [양념] 소금 1/5작은술| 새우젓 1작은술| 맛술 1큰술,"2인분",초급,"30분이내"
5473155,고구마말랭이,96531,"6","223",기타,간식,디저트,채소류,[재료] 고구마 8개,"6인분이상",아무나,"2시간이상"
5475624,소고기무국,105817,"44","3632",끓이기,일상,국/탕,소고기,[재료] 소고기양지 400g| 무 400g| 물 18컵| 대파| 청양고추 [양념] 다진마늘 1/2숟갈| 소금 1/2숟갈,"",초급,"60분이내"
5478393,계란모닝빵,68567,"23","1672",굽기,일상,빵,밀가루,[재료] 모닝빵 4개| 계란 4개| 파프리카 약간| 피자치즈 약간| 캔햄(or베이컨) 약간| 소금,"4인분",초급,"30분이내"
5486806,우럭매운탕,67382,"11","656",끓이기,술안주,국/탕,해물류,[재료] 우럭| 모시조개| 무우| 대파| 청양고추| 콩나물| 두부| 미나리| 간마늘 [양념] 고추장| 고춧가루| 소금| 후추,"",중급,"60분이내"
5487907,육개장,67095,"8","895",끓이기,일상,국/탕,소고기,[재료] 소고기(양지) 300g| 삶은고사리 200g| 숙주나물 200g| 대파 적당량 [양념] 마늘 1TS| 고추가루 2TS| 어간장(또는국간장) 3TS,"4인분",중급,"60분이내"
5487910,어묵국,66426,"17","528",끓이기,일상,국/탕,가공식품류,[재료] 네모난어묵 2+1/2장| 무 1/3개| 대파 조금 [양념] 마늘 1/2TS| 고추가루 1/2TS| 다시마멸치육수 적당량| 어간장 2TS,"2인분",초급,"15분이내"
5487912,소세지야채볶음,67367,"15","2110",볶음,일상,밑반찬,가공식품류,[재료] 비엔나소세지 150g| 당근 1/2개| 고추 2개| 양파 1/2개 [양념] 고추장 1TS| 케첩 1TS| 후추 약간| 간장 1/2TS| 요리당 1+1/2TS,"3인분",초급,"15분이내"
5489429,어묵부침,70062,"5","540",부침,도시락,밑반찬,가공식품류,[재료] 치즈어묵 1개| 게맛살| 달걀 [양념] 소금,"2인분",초급,"30분이내"
5490158,돼지감자깍두기,68275,"8","102",절임,일상,김치/젓갈/장류,채소류,[재료] 돼지감자 1.4Kg| 쪽파 40g| 설탕 1/2숟갈| 꽃소금 1/2숟갈| 꽃소금 2+1/2숟갈 [양념] 멸치육수 2+1/2숟갈| 다진마늘 1+1/2숟갈| 다진생강 1/5숟갈| 고추가루 70ml| 새우젓 1숟갈| 새우젓국물 1숟갈| 멸치액젓 1/2숟갈,"6인분이상",초급,"2시간이상"
5493065,고추잡채,84880,"18","1558",볶음,손님접대,메인반찬,밀가루,[재료] 채썰은돼지고기 200g| 전분 2큰술| 달걀흰자| 마늘| 소금| 후추| 양파 1개| 삼색파프리카 1개씩| 마른고추| 꽃빵 [양념] 카놀라유 5큰술| 간장 1큰술| 매운굴소스 2~3큰술| 설탕 1작은술| 소금| 후추| 참기름,"",초급,"60분이내"
5499407,고등어무조림,151016,"30","2710",조림,일상,밑반찬,해물류,[재료] 고등어 1마리| 무 850g| 대파 1뿌리| 물 300ml [양념] 양조간장 4큰술| 고추장 1큰술| 고춧가루 2큰술| 올리고당 1큰술| 맛술 1+1/2큰술| 다진마늘 1큰술| 후춧가루 약간,"",초급,"60분이내"
5506336,배추된장국,91752,"19","1469",끓이기,일상,국/탕,채소류,[재료] 배추잎| 청양고추| 파| 다진마늘| 새송이버섯 1개 [양념] 멸치가루 조금| 된장 2스푼,"2인분",초급,"15분이내"
5509625,알타리김치,148078,"13","815",절임,일상,김치/젓갈/장류,채소류,[재료] 알타리무 2단| 쪽파 60g [쌀가루 풀 재료] 찹쌀가루 1.5T| 물 1/2C [양념] 감미료 2t.| 고춧가루 1C| 찹쌀풀 1/2C| 다진마늘 5T| 다진생강 1T| 액젓 7T| 양파즙 1/4개| 설탕 1T| 물 18C| 소금 2C,"6인분이상",중급,"90분이내"
5518323,무나물,77699,"20","1303",볶음,일상,밑반찬,채소류,[재료] 무 [양념] 대파| 소금| 들기름| 깨소금| 간마늘| 고춧가루| 설탕| 액젓(참치액),"2인분",초급,"30분이내"
5521077,꿀자몽,69339,"12","920",기타,초스피드,디저트,과일류,[재료] 자몽| 연유,"1인분",아무나,"15분이내"
5521514,배추국,78113,"17","1198",끓이기,일상,국/탕,채소류,[재료] 배추 1포기| 쇠고기등심 200g| 된장 2T| 마늘 1/2T| 대파 1/2대| 표고버섯가루 1T,"",초급,"30분이내"
5524062,떡만두국,57442,"31","883",끓이기,일상,국/탕,가공식품류,[재료] 물 1200cc| 다시마(5*5cm) 1장| 국물용멸치 20마리| 왕만두 5개| 떡국떡 250g| 다진마늘 1ts| 대파 1대 [양념] 국간장 1ts| 소금 약간| 후춧가루 약간| 달걀 1개| 식용유 약간,"2인분",초급,"30분이내"
5525108,김장김치,63841,"11","421",절임,일상,김치/젓갈/장류,채소류,[재료] 배추| 무| 쪽파| 갓| 미나리| 고춧가루| 새우젓| 멸치액젓| 찹쌀풀| 홍시| 마늘| 생강| 천일염| 물,"",중급,"2시간이상"
5525381,계란찜,105159,"18","2750",찜,일상,메인반찬,달걀/유제품,[재료] 달걀 4개| 물 1컵| 당근| 파 조금 [양념] 소금 조금,"2인분",중급,"2시간이상"
5533296,배추전,65695,"10","725",부침,일상,밑반찬,채소류,[재료] 배춧잎 2장| 부침가루 1+1/2컵 [양념] 소금 조금,"",초급,"30분이내"
5535005,김장김치양념,428071,"26","1121",절임,일상,양념/소스/잼,채소류,[재료] 배추 70포기| 고춧가루 14근| 마늘 4000g| 생강 1200g| 갓 3단| 무 10개| 쪽파 2단| 미나리 2단| 김치통에넣을무 5개 [양념] 보리새우생육수 1냄비| 멸치육수 1냄비| 갈치속젓 2kg| 까나리액젓 4.5kg| 멸치액젓 2kg,"",고급,"2시간이상"
5539090,김치찌개,195944,"14","2913",끓이기,일상,찌개,채소류,[재료] 고기 100g| 볶은김치 1줌| 소금 1/4T| 대파 1/4대 [육수용 재료] 물 12C| 무 1/4토막| 황태머리 1개| 말린대파뿌리 1줌| 다시마 1조각 [양념] 두부 1/5모| 고춧가루 1/5T| 막걸리식초 1/2T,"",초급,"60분이내"
5541258,콩나물볶음,59729,"14","1614",볶음,일상,밑반찬,채소류,[재료] 콩나물 300g| 잔파 [양념] 소금 1/2큰술| 참기름| 고추가루 1큰술| 참깨| 포도씨유 약간| 마늘 1큰술,"4인분",초급,"15분이내"
5542711,연어스테이크,213300,"37","1302",굽기,일상,양식,해물류,[재료] 연어| 부추 1줌| 양파 1/2개| 후추| 허브솔트| 올리브오일,"",초급,"30분이내"
5543066,참치주먹밥,183131,"92","4550",볶음,도시락,밥/죽/떡,쌀,[재료] 현미밥| 참치캔 1통| 조미김| 참기름 [양념] 고추장 2숟갈| 다진마늘 1/4숟갈| 올리고당 1숟갈| 깨소금 약간,"",초급,"30분이내"
5544673,동태찌개,72369,"15","1453",끓이기,일상,찌개,해물류,[재료] 동태 1마리| 바지락| 알| 곤이| 콩나물| 무| 두부| 대파| 고추 1개 [양념] 간장 1t| 고춧가루 2T| 새우젓갈 1T| 다진마늘| 후추 약간| 육수,"",아무나,"60분이내"
5549632,굴매생이국,115758,"5","632",끓이기,일상,국/탕,해물류,[재료] 매생이(170g) 1덩이| 굴 100g [양념] 참기름 1큰술| 국간장 1큰술| 소금 약간| 생수 2컵,"2인분",초급,"30분이내"
5550307,감자김말이튀김,65826,"15","709",튀김,술안주,디저트,채소류,[재료] 파래김| 감자 2~3개| 김치 약간| 통깨| 푸른잎채소| 전분 1큰술| 소금 1꼬집,"",초급,"30분이내"
5552273,라이스페이퍼쌈,86242,"63","3369",굽기,간식,밥/죽/떡,곡류,[재료] 찬밥 2공기| 당근| 감자| 멸치| 치즈| 양파| 라이스페이퍼| 기름 약간,"",아무나,"60분이내"
5555674,멸치국수,80186,"9","1183",끓이기,초스피드,면/만두,밀가루,[재료] 소면| 계란| 당근| 애호박| 멸치무육수| 청양고추| 대파| 마늘(편썰은것) [양념] 조선간장 1| 조림간장 1| 고춧가루| 통깨| 참기름 약간,"1인분",초급,"30분이내"
5557418,감자스프,68204,"20","1350",끓이기,일상,스프,채소류,[재료] 감자 15개| 양파 3개| 우유 1000ml| 체다치즈 1장 [양념] 버터 적당량| 바질가루| 후추| 소금,"6인분이상",초급,"30분이내"
5557913,고구마칩,66109,"31","1672",튀김,간식,과자,채소류,[재료] 고구마 [양념] 소금약간| 튀김오일,"",초급,"60분이내"
5558601,파전,91095,"8","1751",부침,술안주,메인반찬,채소류,[재료] 쪽파 20줄기| 부침가루 1C| 튀김가루 1C| 계란 2개| 물 4컵| 우유 1/2컵| 오징어 1/2마리| 청고추 1개| 홍고추 1개 [양념] 소금 약간,"2인분",중급,"30분이내"
5559539,오므라이스,66827,"64","1480",볶음,일상,밥/죽/떡,쌀,[재료] 버터 1Ts| 밥 1+1/2공기| 햄 60g| 양파 1/2개| 당근 1/3개| 양송이버섯 5개| 달걀 5개 [양념] 포도씨유 1Ts| 토마토케첩 3Ts| 우스터소스 1/2Ts| 후춧가루| 소금 약간,"2인분",초급,"30분이내"
5562999,카르파쵸,62886,"21","2419",기타,손님접대,샐러드,해물류,[재료] 연어 200g| 베이비채소 100g| 다진 양파 3T| 레몬 1개 [양념] 올리브오일 3T| 설탕 3T| 식초 3T| 소금 1꼬집,"2인분",초급,"15분이내"
