genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Adventure|General|,"Nov  6, 2018",T,Wales Interactive,77,D'Avekki Studios Limited,The Shapeshifting Detective,6.0,The story had me hooked from start to finish because it was interesting at all times and it made me always want to find out what happened next. Each character present in the story had a lot of depth to them and they all felt important which in turn made the story stand out even more. I was very impressed and in some ways surprised with the amount of replaybility the game had. The presentation side of the game ticks all of the right boxes because both the visuals and sound design create a very immersive experience. I really enjoyed being able to choose what dialogue options I wanted because it gave me a great sense of freedom and it made me become more attached to the game. In terms of the gameplay side of things there isn’t too much you can do which may be off-putting for some. If you don’t like these types of game’s then there isn’t anything new present here that will change your mind. The FMV genre seems to split opinions right down the middle and it’s either a genre you love or hate with a passion. I’m a fan of the genre and it’s nice to see that there has been a nice steady amount of game’s released in recent years. Some of them have been good and some of them have lacked in several areas but thankfully the new release called The Shapeshifting Detective is definitely one of the good ones. In fact it may very well be the best FMV I’ve played so far because it features an unforgettable story packed with character’s that are not only interesting but packed with depth as well. When it comes to the gameplay there isn’t a great deal available to you and if you’re not a fan of these types of game’s then there isn’t anything here that will change your mind. This is a shame because if you’re sitting on the fence with this genre then I urge you to make this game your first in this genre because you can tailor how you want the dialogue to go and this does give the game quite a bit of replaybility. At the end of the day then The Shapeshifting Detective is a masterpiece in parts and if you love a good story that hooks you throughout then you owe yourself to get this game.
Role-Playing|Western-Style|,"Jan 28, 2021",None,Sold Out Software,77,Ape Tribe Games,Disjunction,tbd,"Disjunction features unique stealth-action mechanics and abilities for each of its three playable characters, giving players the freedom and flexibility to choose the playstyle that suits them. Tackle encounters in lethal, high-octane combat, or use your wits to stick to the shadows, utilizing distraction techniques and non-lethal attacks to reach your objective."
Action Adventure|General|,"Aug 31, 2017",M,Square Enix,79,Deck Nine Games,Life is Strange: Before the Storm - Episode 1: Awake,7.8,"Incredible and magical as it should be, charismatic characters, interesting and varied, a wonderful soundtrack and an impressive art direction, the game touches on delicate and controversial subjects with a lot of respect and makes the experience very immersive and magical, looking forward to the next episode"
Action|Shooter|First-Person|Arcade|,"Aug 29, 2017",M,Tripwire Interactive,79,Tripwire Interactive,Killing Floor 2,5.5,"<span class=""blurb blurb_collapsed"">In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by the corporation Horzine.<br/> <br/>The Zed outbreak caused by Horzine Biotechs failed experiments has quickly spread with unstoppable momentum,</span>"
Action|Pinball|,"Apr 17, 2018",None,Zen Studios,79,Zen Studios,Pinball FX3 - Star Wars: The Last Jedi,tbd,None
Action Adventure|General|,"Sep 27, 2018",M,Square Enix,79,DONTNOD Entertainment,Life is Strange 2,6.4,"El juego es muy bueno y algo infravalorado debido al éxito del primer juego, algunos dirán que es propaganda política pero yo como mexicano diría mas que es la realidad, y no, no me gusto solo por tratar de un tema relacionado a mi, me gusto por las historia de los hermanos días, y que este hizo algo que el primero no logro, que tus decisiones realmente importaran, ya que estas realmente afectan el final del juego, así que elige con sabiduría."
Action|Shooter|First-Person|Tactical|,"Mar 10, 2020",M,Activision,79,Infinity Ward,Call of Duty: Warzone,4.2,"Welcome to Warzone – a new combat experience where up to 150 players take the role of a veteran Tier 1 Operator and drop in to the dense and sprawling world of Verdansk. Warzone is  packed with non-stop action that’s free-to-play and free-for-everyone. You do not need to own the full version of Call of Duty: Modern Warfare to download, play and enjoy Warzone. In Battle Royale, fight to be the last squad standing while escaping the deadly gas in the swiftly closing circle with up to 150 players. In Plunder, the race is on to collect the most in-match Cash by looting across the map, taking down enemies to steal their Cash, and completing in-match Contracts. Warzone takes place in Verdansk, an expansive city with multiple named zones and well over 300 points of interest. Each zone features distinct landmarks like the Gorengard Lumber Yard or the Gora Dam; the zones take place across different environment types like cities and rural areas for unique engagements. Change up your drop location in each match to get a better lay of the land and take advantage of what Verdansk has to offer. If you need to get somewhere fast in Warzone, the best method is a vehicle. There are five vehicles all with varying levels of protection, speed, seating, and off-roading capability. Each vehicle has a health meter and when it reaches zero, the vehicle explodes and flames out. Needlessly to say, if the health of your vehicle is depleting, bail out before the impending explosion. [Activision]"
Role-Playing|Western-Style|,"Sep  9, 2020",None,Private Division,79,Obsidian Entertainment,The Outer Worlds: Peril on Gorgon,7.1,Look I've seen some pretty bad reviews for this DLC but in my opinion it was definitely worth playing The story was really good and exploring Gorgon was so much fun people seem to forget that this DLC added so much more than just the extended story there's so many other little side quests to do like in the emerald Vale for example there used to just be a standard corporate guard down there at the landing pad but now they added a character with a side quest it's little things like that they added so much more and it was definitely worth the purchase
Adventure|Text|,"Oct 27, 2020",None,Devolver Digital,79,No Code,Stories Untold,6.5,"Stories Untold is a compilation tape of four experimental adventures, including a remaster of the original episode “The House Abandon”.  We are about to dive in a game that received top ratings on all other platforms so Xbox fanatics get ready.. Stories Untold incorporates point-and-click mechanics and retro style backgrounds to summon back to that text-based era without feeling stale. The gameplay is easy to figure out, although younger players not used to the genre may find it awkward at first. Basically you spend much of the game looking at a monitor, whether an old television or a computer display. Puzzle-solving makes up a large portion of the game, particularly in the listening post. Here you have to periodically spin your chair around and refer to a microfilm to decode numerical messages picked up on a shortwave radio. The puzzles are cleverly designed, satisfying to solve, and complemented by a mysterious plot that’s full of surprises throughout. You’re always on edge, wondering what surreal thing Stories Untold will throw at you next. While Stories Untold is not a game for everyone, and it's short length and limited interaction make it appear more like Black Mirror's Bandersnatch than most titles. That comparison is not quite fair, because Stories Untold goes beyond what the player expects repeatedly. Each chapter evolves and reveals a new layer of thought. There are many ways to tell a story, but Stories Untold could only be told this way. Without exposing too much about the game I’d say for the price point and the fun to be exoerienced on your Xbox One, there’s no reason not to add this most satisfying game to your “Digital” library."
Action Adventure|Sandbox|,"Nov 16, 2021",E,505 Games,79,Prideful Sloth,Grow: Song of the Evertree,tbd,"Grow your own worlds and nurture a deep natural connection with everything they hold. See your actions change the world for better! Bring the Evertree back to life in this breathtaking world-crafting sandbox, with life management and adventure elements. Over time, the Worlds of Alaria faded. The Evertree – where many worlds resided on its countless branches – is now nothing more than a sapling, its splendor long erased from memory. No one knows how to make it grow. But you are different. You hear the sun as it sings across the sky. You hear the language of rain against the earth. You are the last of the Everheart Alchemists and your task has been passed down from generation to generation - Grow and protect the Evertree!"
Sports|Team|Soccer|Sim|,"Sep 24, 2019",E,Electronic Arts,79,Electronic Arts,FIFA 20,1.6,"Enjoy more control over the Decisive Moments that determine the outcome of every match in FIFA 20. Pick your target and time it right from the spot. Add curl, dip, or knuckle to free kicks. A new aiming mechanic gives you more creativity from dead balls. Move with more agility. Lure the defender in. Beat them with speed or skill. New strafe dribbling adds new dimensions for attacking play in FIFA 20. Take back possession with Active Touch Tackling and new animations that reward you for well-timed defensive play. More clinical finishing when one-on-one. More risk with volleys and long shots. Overhauled shooting creates more realism in front of goal in FIFA 20. [Electronic Arts]"
General|Shooter|Historic|Action|Shooter|First-Person|Historic|Arcade|,"May 20, 2014",M,Bethesda Softworks,79,MachineGames,Wolfenstein: The New Order,8.0,"1946: Europe. World War II rages on across Europe. Where the Allies once pressed advantage, the Nazi forces have turned the tide in dramatic fashion behind the technologically advanced war machine of General Wilhelm Strasse, aka Deathshead. When a final Allied assault on Deathshead's compound fails, the Allies’ greatest hope falls with it. 1960: Europe. The war is over. And the Nazis are triumphant victors. Using unrelenting force and brutal intimidation, the Nazis have brought even the most powerful nations to their knees. The Nazi regime now rules the globe with an iron fist. You are Captain B.J. Blazkowicz, the American War Hero. After delving into this world of darkness, you must launch an impossible counter-offensive against the monstrous Nazi regime. Only you dare stand up against an unstoppable army of Nazi robots and hulking Super Soldiers. Only you can stop Deathshead. Only you can rewrite history."
Action Adventure|General|,"Apr 26, 2016",None,Square Enix,79,Io Interactive,Hitman - Episode 2: Sapienza,6.7,"<span class=""blurb blurb_collapsed"">Hitman Sapienza<br/>Potential greatness interrupted<br/>Hitman Episode 2 takes place in Italy,
you’re tasked once again with taking out 2 targets</span>"
Role-Playing|Action RPG|,"Jun 28, 2016",T,Nicalis,79,Over the Top Games,Full Mojo Rampage,tbd,Welcome to the world of Full Mojo Rampage where you get to control a Voodoo keeper throughout his adventures. As the player you'll need to guide him safely through each level whilst hunting for voodoo dolls and mojos. These mojos can be found throughout the game in the form of amulets and trinkets that bring him strength and luck. They also unleash an array of other powers that you can craft to your own advantage in order to truly master the terrible powers of Voodoo.
Action|Platformer|2D|,"Apr 18, 2017",E10+,Tribute Games,79,Tribute Games,Flinthook,5.7,"This game is a lot of fun, it is pretty much a rogue-lite but without so much randomization dictating your current playthrough.  I almost beat the first boss (as well as the first three stages) without any upgrades.  However, with upgrades it made the process a lot easier while also adding more enemies and changing the overall stages a good bit.  I HIGHLY recommend this on the Switch but it can be good fun where ever you end up picking it up."
Action|Strategy|Turn-Based|General|Tactics|,"Mar  2, 2018",T,The Behemoth,79,The Behemoth,Pit People,7.7,The pit people is a new turn based game  for xbox and pc.its has a lot of  characters behemoth game like battle block theater .it gameplay changes up to 15 hours or higher. The story of it has a crazy starts.one polish bear in galaxy!!!!.its a modern chess game with new pieces.funny local co-op game
Action|Sports|General|Team|Football|Sim|,"Jul 30, 2019",E,Electronic Arts,79,Electronic Arts,Madden NFL 20,2.1,"Take the journey of an NFL superstar. Create a college quarterback and dominate the College Football Playoff, then impress the scouts at the NFL Combine. Find out where your story begins at the NFL Draft, and then fight to prove you belong in the league. Last long enough and you just might leave a legacy and even play in a few Pro Bowls. This new and customizable career campaign is all about you, with personalized playable scenarios, events, and dynamic challenges. The choices you make early on will affect how your career pans out."
Racing|Simulation|Automobile|,"Oct 11, 2019",E,Codemasters,79,Codemasters,GRID,5.1,"<span class=""blurb blurb_collapsed"">Capturing intense moment-to-moment racing action, GRID returns with an all-new experience where every race is the chance to choose your own path, create your own story and define your legacy in the motorsport world.<br/><br/>From the creators of the hugely successful DiRT and F1 series, Codemasters</span>"
General|Role-Playing|Western-Style|,"Feb 28, 2017",M,Techland,79,InXile Entertainment,Torment: Tides of Numenera,6.8,"Torment: Tides of Numenera is a single-player role-playing game which continues the thematic legacy of the critically acclaimed Planescape: Torment by having to face complex and nuanced morality decisions, carefully contemplating deep and reactive choices with consequences that echo throughout the game all the while immersed into a new and strange vision taken from by renowned designer and writer Monte Cook's new tabletop role-playing game, Numenera. In Torment: Tides of Numenera, players must decide for themselves the answer to the eternal question, what does one life matter? Numenera's Ninth World is a fantastic vision of a world in which massive civilizations continue to rise and fall with only cities, monuments, and artifacts left behind to serve as reminders of their past existence. These reminders have become part of the accumulated detritus of eons and now this assortment of ancient power, called the numenera, is there for the taking. One of these humans has discovered a way to harness the numenera to grow strong, to cheat death, to skip across the face of centuries in a succession of bodies. But he discovers an unexpected side effect: You."
Strategy|Real-Time|Command|,"Sep 21, 2018",E10+,Soedesco,79,Petroglyph,8-Bit Armies,tbd,8-Bit Armies is Petroglyph's first game in the 8-Bit RTS series. It commemorates the first Command & Conquer games with its accessible gameplay mechanics while providing a fun and timeless art style that introduces new players to the genre. A unique console controller scheme makes it easier
Action Adventure|Open-World|,"Oct  3, 2017",E10+,WayForward,79,WayForward,Mystik Belle,tbd,"Trouble is brewing at the Hagmore School of Witchcraft, and only freshman witch-in-training Belle MacFae can put things right. As Belle, you must seek out the three crucial ingredients of the Walpurgisnacht Brew, which means investigating the school's colorful 2D landscapes in a quest that combines elements of nonlinear, exploration-based action-platformers and classic object-oriented adventures. As you traverse the labyrinthine school's catacombs, laboratories, dungeons, and forests, you'll use everything from a sledgehammer to a fish head to solve numerous puzzles. And when you aren't testing your grey matter, you'll put your wand to use against a variety of impressively animated enemies, including spooky spiders, pesky plants, and rambunctious rodents. Can your mind and magic overcome the myriad mysteries, or will this quest spell defeat for the unfortunate Belle? [Microsoft]"
Role-Playing|Action RPG|,"May 15, 2018",E10+,Humble Bundle,79,Humble Bundle,Wizard of Legend,6.9,"No matter how many roguelike games I’ve played over the year’s I still get excited when a new game comes out into the mix and most of the time they provide me with hours upon hours of enjoyment. Thankfully the new release Wizard of Legend provided me with a lot of enjoyment and in some ways it feels unique compared to some of the other game’s in the genre. One of the main reason why it feels so unique is down to its story. If you’re a fan of these particular games you’ll know that not many of them have much in terms of a story but Wizard of Legend is different. The story that’s present in the game is actually pretty decent and the best thing is that it has a lot of interesting lore. Another thing that makes this game unique is that it has an abundance of variety in all areas. The spells you can use in the game are fantastic and are packed full of variety, and by them doing this it means getting in combat with the fantastic enemies never seems to get boring. In fact the gameplay on the whole doesn’t end up getting boring but you will have to deal with a very high difficulty curve throughout your time with the game. Despite it being challenging and rewarding at the same time I can see the difficulty being a problem for some. I must admit that the difficulty did cause me a few problems along the way, but it still didn’t stop me from returning to the game time and time again. Thankfully though despite the game’s high difficulty you have very good controls to help you out. The controls in the game remain tight and responsive throughout and this does help you quite considerably. Another thing that would’ve helped with the difficulty curve is knowing what you’re buying at the shop. Unfortunately when you come to purchase an item there isn’t really an explanation as to what it is or does so you don’t know what to really buy, which can be frustrating from time to time. In terms of the presentation side of things I don’t expect too much from game’s like this, but I must admit that I did like Wizard of Legend’s style. There is a lot of colour in the visuals which is rare in games like this and when you combine those visuals with the very good sound design you end up enjoying the gameplay even more, which is great. At the end of the day Wizard of Legend has everything which I like about this specific genre, and I’m not exaggerating when I say it’s one of my most favourite roguelike adventure game’s I’ve ever played. So without a doubt this game gets a massive recommendation from me and if you’re a fan of these types of game’s then this is a game you can’t miss out on."
Adventure|General|,"Aug 10, 2021",E10+,HypeTrain Digital,79,Morteshka,Black Book,7.1,"<span class=""blurb blurb_collapsed"">A fusion of card-based RPGs and Adventure games, ""Black Book"" is a haunting tale of a young sorceress, who gave her life to serve the dark forces. Dive into the cold, yet alluring world of Russian folktales - and uncover the secrets that hide in the darkness.<br/><br/>A young girl named Vasilisa,</span>"
Action Adventure|Survival|,"May 28, 2021",None,Raiser Games,79,Protocol Games,Song of Horror,7.8,"<span class=""blurb blurb_collapsed"">Beware the shadows and the darkness which seem silent. Beware the closed doors, the whispering mirrors. Beware the Song of Horror that nests in the cracks of your mind.<br/><br/>The famed writer Sebastian P. Husher has gone missing, along with his entire family. Worried, his editor sent an assistant</span>"
Racing|Arcade|Automobile|,"Mar 16, 2018",E10+,Electronic Arts,79,Criterion Games,Burnout Paradise Remastered,7.0,Welcome back to Paradise City! Make action your middle name as you rule the streets in Burnout Paradise Remastered. Tear up the town from hectic downtown avenues to wild mountain roads. Relive the high-octane stunts and wanton destruction of one of the greatest arcade-driving games ever!
Adventure|General|,"Aug  2, 2017",T,The Fullbright Company,79,The Fullbright Company,Tacoma,6.2,"<span class=""blurb blurb_collapsed"">Interesting game an incredible story, great indie, a great bet of Fullbright in a spectacular atmosphere<br/>if you like firewatch and gone home</span>"
Strategy|Real-Time|General|,"Feb 17, 2017",T,Microsoft Game Studios,79,Creative Assembly,Halo Wars 2,6.4,"first I want to say on how sad it is to see so many negative reviews, and second I wouldn't be surprised if the user reviews are Sony fans just bashing on the game just for being on Xbox. All in all this is a great game and a very fun multiplayer experience, there are so many options and different ways to play. Even ""Blitz"" is super fun and addictive. The only thing that kills Blitz are the micro-transactions, but thankfully its just on that game mode. Hopefully people are not blindsided from the negative reviews and enjoy Halo Wars 2."
Sports|Team|Cricket|,"Nov 16, 2017",E,Big Ant Studios,79,Big Ant Studios,Ashes Cricket,8.0,"Ashes Cricket is the officially licensed video game of cricket's greatest rivalry. Bringing all the fast-paced action, big hits and skill that you see in the greatest cricket competition on earth, in both a more realistic and authentic way than ever before, you'll be able to bathe your team in glory in the men's and women's 2017/2018 Ashes tours. Courtesy of Big Ant's unique photogrammetry technology, Ashes Cricket presents official photorealistic likenesses for all of the Australian and English men's and women's teams -- it will make you feel like you're right there at the live game. Star Test players have been fully motion-captured and you can choose your own batting or bowling style to make your game your own. Big Ant's most detailed and refined cricket engine to date allows for true 360-degree batting. No two players will play the game the same way!"
Action|General|Sports|Traditional|Team|Soccer|Sim|,"Nov 11, 2014",E,Konami,79,Konami,Pro Evolution Soccer 2015,6.7,"Master a renewed array of dribbling techniques and use your speed, runs and responsive sprints to outdo your opponents. Accost defenders using each player’s dribbling skills, as opposed to relying on gimmick moves. Gamers now have full control over when to close down, tackle, or hold up play. Successful defending is based solely on the decisions the gamer makes. PES 2015 now reflects the atmosphere of a top-tier match. Fan animations have been enhanced, and the ebb and flow of a match is met with context-sensitive crowd effects and movements. "
Role-Playing|Action RPG|,"Dec  5, 2017",M,Focus Home Interactive,79,Deck 13,The Surge: A Walk in the Park,tbd,"Welcome to CREO World, the amusement park built for CREO employees and families! Forget your cravings for cotton candy though – CREO World was not spared from the disaster. The entire park is a death trap, where roaming rescue teams have gone insane and robotic mascots patrol freely, patiently waiting for new visitors to offer a deadly welcome."
Action Adventure|General|,"Oct 21, 2021",E10+,Hatinh Interactive,79,Monochrome Paris,Tandem: A Tale of Shadows,tbd,"Tandem: A Tale of Two Shadows provides a gothic setting with a creepy doll with a hunchback and a protagonist with an uncanny look. While the setting of the world is undeniably gripping, the short puzzle game never completes its gothic vibe. Perhaps this is because the story is a little shallow, a love and hate twist ending or that the characters are mix mash of sense At its heart, Tandem: A Tale of Two Shadows isn’t a story based game as it relies heavily on its puzzle design. The presentation of the world’s gothic paradise is represented well through puzzles. However as clever as the design can be at times, the puzzles are never that taxing (possibly dulled down for audiences of any age). The puzzles work under two perspectives. You play as Emma from an overhead perspective as she wanders through forests and abandoned buildings. But, she’s not able to progress the world of Tandem alone. Locked gates, mechanical spiders, and strateicaly placed buttons. That’s where Fenton comes in as an animated teddy bear who can manipulate the shadows and reach areas Emma can’t. Playing as Fenton also adds a platforming element to the game play, as the side-scroller perspective comes complete with some obstacles to leap over. The presentation of this perspective-swapping mechanic is quite seamless, but there are a few minor sensitivity issues on the play through I experienced. It’s easy to switch between Emma and Fenton, only requiring the press of a button, but the game’s lack of clarity can frustrate. Emma needs to manipulate the light to provide Fenton with ground to stand on. As Fenton is surrounded by shadows, he can stand on those shadows to progress. But, if he’s standing in the middle of a shadow, he freezes and is unable to move. There’s minor lack of polish here, as there are times where it seems like Fenton is just being a big baby. He has a tiny foot in the shadow, and he can’t move… I experienced a time where it didn’t even seem like Fenton was trapped. There are other aspects of the game that make the puzzles feel more tedious. Stealth mechanics are snuck into Tandem, as Emma must traverse her way around a variety of enemies. One world features killer mechanical spiders, while another features some sort of squid that lives in pipes filled with oil. There are times when Emma needs to sneak past these enemies and these are by far the worst aspects of Tandem‘s puzzles. A part of me wishes the puzzles had a bit more complexity to them. The puzzles never feel too simple, but the game doesn’t challenge you as much as it could. The difficulty of the game isn’t necessarily a problem, but there isn’t a particular portion of the game that really gets you thinking too hard. Whether or not that’s a good or bad thing depends entirely on your preference. At least the presentation of Tandem’s world is well-executed, and the ability to mix in the lighting within the game’s puzzles is quite clever. As stated, these are easily the most interesting parts of the game. When you have to manipulate the light, using carts or mirrors, is when the game shines, as you have to correctly set up its double perspective. This aspect of the game can easily break into monotony, but the game isn’t that long anyway, so it never overstays its welcome. Defunct merry-go-rounds are lined up against the walls and alongside gardens or brick buildings. Tandem: A Tale of Two Shadows narrative is far less engaging and while it does take an interesting turn it’s messy for the majority of the game but the game is well priced for it offering. Tandem: A Tale of Two Shadows is a solid puzzle title based on executed premise. The game doesn’t over stay its welcome with it’s approximately five hours of playtime. If this sounds like your cup of tea then I suggest heading over to the Xbox games digital store and give it a go today. I may have seemed a bit critical despite its offering, I just suggest going in with the affordable price point in mind and you should have a great time. The games shine could also be in it’s playability for gamers of all ages."
Role-Playing|Action RPG|,"May 30, 2017",M,Wired Productions,79,Haemimont Games,Victor Vran: Overkill Edition,7.0,"Become Victor, hunter of demons. Forge your own hero on a quest to liberate the cursed city of Zagoravia. Explore ‘Motörhead: Through the Ages’ - a wild tour through the mythos of the loudest band in the world, and enter the Fractured Worlds, a dimension formed from the fragments of broken realms."
Action Adventure|Linear|,"May  5, 2017",E10+,Rain Games,79,Rain Games,World to the West,tbd,"A young Teslamancer, an optimistic underdog, a seasoned explorer and a strongman aristocrat out of his depth find themselves flung into an adventure none of them signed up for. In a land that holds secrets best left forgotten, the four heroes must use their unique abilities to find glory, get revenge, and for some, simply find a way home. [XBox.com]"
Adventure|General|Point-and-Click|,"Sep 18, 2015",T,Nordic Games Publishing,79,KING Art,The Book of Unwritten Tales 2,7.5,"The Book Of Unwritten Tales 2 is a very sympathetic graphic action adventure game. While the classic point and click gameplay is not everybody´s taste, the beautiful look, clever puzzles and the wonderful story really stand out. If you´re into calm and heartwarming games for cold winter evenings, this game will fully satisfy you. But you should at least know the story of the prequel to understand the whole tale."
Racing|Arcade|Automobile|,"Oct 12, 2016",E,VooFoo Studios,79,VooFoo Studios,Mantis Burn Racing,7.1,"Il y a longtemps que l'on fait des jeux de course vus du dessus, depuis l'époque où sur Amiga par exemple sévissaient les Supercars qui"
Action|Action Adventure|Shooter|Linear|Shoot-'Em-Up|Top-Down|,"Apr 18, 2019",M,Techland,79,Techland,God's Trigger,7.6,"Slay enemies with speed and precision in an over-the-top show of blood and explosions. Play solo or with others, make split-second decisions, dodge bullets, and use weapons and abilities to inflict violence in the most graphic way possible. When an Angel and a Demon team up to kill their way into Heaven and stop the apocalypse, bullets will fly and blood will be shed. "
Sports|Individual|Biking|,"Oct 23, 2019",E,Image & Form,79,Megagon Industries,Lonely Mountains: Downhill,6.8,"This is a small game I have played for hours and hours and it needs more recognition in my opinion. I mostly play this game to relax, just"
Action|Shooter|Third-Person|Arcade|,"Oct 12, 2018",None,Crazy Monkey Studios,79,Crazy Monkey Studios,"Guns, Gore & Cannoli 2",6.8,There’s a decent variety of weapons you can use against enemies and the best thing is that each weapon feels and plays differently. I
Action Adventure|Open-World|,"Sep 25, 2020",M,2K Games,79,Hangar 13,Mafia: Definitive Edition,7.5,"Part one of the Mafia crime saga - 1930s, Lost Heaven, IL Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in"
Action|Action Adventure|Platformer|Open-World|2D|,"Jan 28, 2021",T,Devolver Digital,79,Skeleton Crew Studio,Olija,7.3,"<span class=""blurb blurb_collapsed"">Olija is a game about Faraday's quest, a man shipwrecked then trapped in the mysterious country of Terraphage. Armed with a legendary harpoon, he and other castaways try to leave this hostile country to return to their homelands.<br/> <br/>Through adventurous exploration, narration and razor sharp</span>"
Action|Adventure|General|Point-and-Click|,"Dec 20, 2016",M,Telltale Games,78,Telltale Games,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,6.8,"When family is all you have left…how far will you go to protect it? After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? As Javier, a young man determined to find the family taken from him, you meet a young girl who has experienced her own unimaginable loss. Her name is Clementine, and your fates are bound together in a story where every choice you make could be your last."
Strategy|Real-Time|General|Defense|,"Sep 24, 2014",E10+,505 Games,78,Hidden Path Entertainment,DG2: Defense Grid 2,7.0,"Defense Grid 2, DG2, is the highly-anticipated sequel to Hidden Path Entertainments 2008 Defense Grid: The Awakening. Setting the bar as the definitive tower defense game, Defense Grid 2 introduces new worlds and threats to test your tower placement strategies. With a bold new look, a compelling single-player campaign, and the addition of new game modes, online player-versus-player and multiplayer co-op, every play-through brings fun new opportunities and challenges. DG2 comes with a story campaign featuring 21 stunning maps, dynamic level movement, an expanded story and cast of characters, hundreds of challenge mode experiences, new multiplayer modes, a procedurally driven audio score and the ability for players to build their own levels. DG2 also introduces players to DG Architect, a level creation tool set connected to Steam Workshop where players can create their own unique levels to share and possibly even sell if selected. DG2 for the PC was funded in part by Dracogen, a private investor after a 2012 Kickstarter campaign funded the original game's DLC, Defense Grid: Containment. DG2 is developed by Hidden Path Entertainment and published by 505 Games."
Strategy|Miscellaneous|Real-Time|Board / Card Game|General|,"Jan 29, 2016",M,Deep Silver,78,11 bit studios,This War of Mine: The Little Ones,8.0,"<span class=""blurb blurb_collapsed"">This War of Mine: The Little Ones explores the hardships of wartime survival as seen from an entirely new perspective; that of a child.<br/> <br/>Based on This War of Mine, The Little Ones puts you in charge of a group of adults and children stuck in the middle of hell, trying to survive in a</span>"
Role-Playing|Action RPG|,"Sep  3, 2019",T,Perfect World Entertainment,78,Panic Button,Torchlight II,7.4,"Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world."
Adventure|3D|First-Person|,"Aug  4, 2020",None,Ravenscourt,78,Mighty Polygon,Relicta,6.6,"Relicta is a first-person puzzle game whose main mechanics combine magnetism and gravity. The player is equipped with a pair of special gloves that allow them to change the magnetic and gravitational properties of experimental cubes scattered around each level. These cubes can be moved by the player, either carrying them bodily or using magnetism or gravity. They can also be placed on teleporting machines to warp them to another teleporter and help solve puzzles. Mechanics really come alive when combined in ingenious ways. For instance, magnetism can be used to repel or attract cubes, but repelling a cube that has previously “anti-gravitated” gives you a frictionless device that will retain inertia until it collides against something solid, like a wall (or your skull). It can even be used as a means of transport for the player to reach new places. Cubes can also be used to power up some devices, in order to operate doors and force fields. As the player progresses towards more complex puzzles, they will encounter other devices - magnetic plates, elevators, buttons or even drones capable of nullifying magnetic and gravitational fields as well as stealing cubes."
Adventure|3D|First-Person|,"Feb 16, 2016",M,Aspyr,78,Bloober Team,Layers of Fear,7.0,Unbelievable game! Amazing atmosphere and sound which is the hallmark of a great horror game. It perfectly walks the difficult line of not
Action|Fighting|2D|,"Mar  7, 2017",T,Capcom,78,Capcom,Ultimate Marvel vs. Capcom 3,8.4,I don't know about you guys but I was born and raised in the lower Eastside of Manhattan. A five minute walk from Chinatown. I remember when
Action|Shooter|First-Person|Arcade|,"Mar  2, 2018",M,Night Dive Studios,78,Night Dive Studios,Turok 2: Seeds of Evil Remaster,7.9,"Having defeated the Campaigner, Turok throws the Chronocepter into a waiting volcano to destroy it. Unfortunately the blast awakens an even deadlier force - The Primagen. Once again a Turok is tasked with restoring peace to the land and stopping the Primagen from merging Earth with the nether world. The Dinosaur Hunter Returns Fight your way through 35 different types of enemies with bouncing bellies, blinking eyes, stretching tentacles and snapping jaws. From Prehistoric Raptors, to evolved Flesh Eaters, to your final battle with the Mother of all beasts— you’ll want to defeat all of them! Enemies are intelligent! They’re smart enough to attack in groups, to flee when they are outgunned, and to take cover during a firefight. Enemies flinch and spasm differently depending on which body part you hit. [Xbox.com]"
Role-Playing|Action RPG|,"Sep 10, 2019",M,Focus Home Interactive,78,Spiders,GreedFall,7.7,"Explore uncharted new lands as you set foot on a remote island seeping with magic, and filled with riches, lost secrets, and fantastic creatures. Forge this new world's destiny, as you befriend or betray companions and entire factions. With diplomacy, deception and force, become part of a"
Adventure|General|,"Aug 27, 2020",M,Xbox Game Studios,78,DONTNOD Entertainment,Tell Me Why,5.9,"Tell Me Why is the latest narrative adventure game from DONTNOD Entertainment, the studio behind the beloved franchise, Life Is Strange. In this intimate thriller, twins Tyler and Alyson Ronan use their special bond to unravel mysteries of their loving but troubled childhood. Set in beautiful small-town Alaska, Tell Me Why features true-to-life characters, mature themes and gripping choices."
Action|Rhythm|Music|,"Jun  7, 2017",T,Rising Star Games,78,PM Studios Inc.,SUPERBEAT: XONiC,tbd,"Experience SUPERBEAT: XONiC, the new music game that promises to have you on the edge of your seat. Enjoy the visuals and effects as you play your way through over 50 unique songs and unlock tons of hidden rewards and items. Perform and perfect awesome combos and show the world you're the best by climbing the Ranking system."
