genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|Linear|,"Feb 11, 2021",T,Bandai Namco Games,82,Tarsier Studios,Little Nightmares II,8.2,"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by a mysterious transmission from a distant signal tower. With Six, the girl in a yellow raincoat, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be easy as Mono and Six will face an array of new threats from the terrible residents of this world. Will you dare face this collection of new, little nightmares? PLAY A DARK, THRILLING, SUSPENSE ADVENTURE: A host of brand-new residents lie in wait to haunt your steps and disturb your sleep. Outsmart the sadistic teacher, survive the bloodthirsty hunter and flee from many more terrifying characters, as Mono and Six journey through this world together. DISCOVER A FANTASTICAL WORLD CORRUPTED BY THE SIGNAL TOWER: Escape a world that’s rotten from the inside. Your journey will take you from creepy woodlands to sinister schools on your way to the dreadful Signal Tower. Find the source of the evil that spreads through the TV screens of the world. AWAKEN YOUR INNER CHILD TO SAVE SIX FROM THE DARKNESS: Six is fading from this world, and her only hope is to journey with Mono to find what has afflicted her from the Signal Tower. In this world of unknown terrors, you are her only beacon of hope. Can you gather up the courage to fend off your tormenters, and work with Six to make sense of The Signal Tower? "
Adventure|General|,"Oct 21, 2020",T,505 Games,82,Paul Helman,Horace,7.8,An tale of a small robot on a big adventure. This title from Paul Helman and Sean Scapelhorn is a classic platformer that tells an emotional and surprisingly rich tale of self-discovery peppered with nostalgic popular culture references that will bring a smile to any gamer who enjoys the 8
Action Adventure|Linear|,"Feb 20, 2020",M,Capcom,82,Capcom,Devil May Cry 3: Special Edition,8.0,"Set before the original Devil May Cry, Devil May Cry 3: Special Edition follows Dante's journey as he battles his evil twin brother in a final confrontation. Along the way, you'll encounter both formidable foes and unusual characters. When attacking, you can choose to use short-range, long-range, defensive, or evasive play styles. Each system has its own set of gameplay features, and you can choose to power up your favorite style for increased special attack abilities. The Special Edition adds the ability to play as Dante's nemesis Virgil and a survival game mode."
Miscellaneous|Compilation|,"May 29, 2020",M,2K Games,82,Gearbox Publishing,Borderlands Legendary Collection,8.3,"Get three times the mayhem, three times the loot, and three times the action with the Borderlands Legendary Collection! Kill bandits and beasts, collect powerful weaponry, and maybe even save the universe in Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The"
Action|Beat-'Em-Up|Fighting|2D|3D|,"Mar 15, 2022",T,WayForward,82,13AM Games,Dawn of the Monsters,tbd,"The cataclysmic battle between giant monsters has begun in this manga-inspired, side-scrolling, kaiju beat-'em-up! Titanic creatures known as Nephilim have invaded Earth, and the only hope of stopping them is DAWN (Defense Alliance Worldwide Network), which unleashes its own colossal combatants to defend against the enemy hordes! Take control of four hulking behemoths - Megadon, Aegis Prime, Tempest Galahad, and Ganira - each with distinct abilities and play styles, and smash your way through destructible real-world environments spanning more than 35 missions! Power up with DNA augments, crush foes with devastating Rage moves and brutal finishers, and team up with a friend for 2-player co-op action! You are the planet's last line of defense...but will that be enough for mankind to survive the Dawn of the Monsters!?"
Role-Playing|General|,"Sep 25, 2018",M,Ubisoft,82,Obsidian Entertainment,South Park: The Stick of Truth,8.4,So great to have this game downloaded to just boot up so quickly and play a great RPG! It feels like your watching a South Park episode! Highly recommend
Action|Platformer|2D|,"Aug 26, 2021",None,Mossmouth,82,Mossmouth,Spelunky,tbd,"Spelunky is a unique platformer with randomized levels that offer a new and challenging experience each time you play! Journey deep underground and explore fantastic places filled with monsters, traps, and treasure. Fully-destructible environments open up lots of strategies and make it a blast to master the game's many secrets."
Role-Playing|General|Action RPG|,"Dec 19, 2017",T,Powerhoof,82,Powerhoof,Crawl,8.2,"<span class=""blurb blurb_collapsed"">Crawl for Nintendo Switch may be the single most fun I have ever had in a video game to date.<br/> <br/>The main drawback (for me) is the retro</span>"
Role-Playing|Action RPG|,"Jul 27, 2021",T,Square Enix,82,Square Enix,NEO: The World Ends With You,8.2,"""Only the possibility of you can change our fate"". A long-awaited new story in The World Ends with You series has arrived. Rindo comes to the grim realization that his life is on the line when he is forced to compete in the so-called ""Reapers' Game."" There's no telling how this tale will unfold—but it's up to you to find out! Put your psychic prowess to the test as you duke it out on the stylishly animated streets of Shibuya. Features:  Delve into a vividly illustrated Shibuya, animated with style, music and monsters. Collect and wield hundreds of Psych abilities to battle surreal threats. Investigate the world around you and beat the ""Reapers' Game"" to survive."
Action|Shooter|Third-Person|Arcade|,"Jun 13, 2018",E10+,Nintendo,82,Nintendo,Splatoon 2: Octo Expansion,8.4,"Play as an Octoling for the very first time in this large-scale downloadable content for the Splatoon 2 game. This full-on single-player adventure spans 80 missions starring Agent 8, a new character who awakens without her memories on a dark subway platform. Navigate this mysterious underground test facility in a desperate battle to reach the surface of Inkopolis. Escape from these twisted depths, and you'll finally be able to join multiplayer matches as an Octoling. You may think you know everything about the world of Splatoon, but these waters run deep, and so does the lore. Purchase this content today for immediate access to special octo-themed in-game gear."
Action|Action Adventure|Platformer|Open-World|2D|,"May 24, 2018",T,Inti Creates,82,Inti Creates,Bloodstained: Curse of the Moon,8.2,"<span class=""blurb blurb_collapsed"">Battle with swords and whips in this retro-style action game brought to you by game creator Koji Igarashi and Inti Creates!<br/><br/>Play as Zangetsu, a demon slayer bearing a deep grudge, who must travel through perilous lands to defeat a powerful demon lurking in a dark castle. Zangetsu will meet</span>"
Puzzle|General|,"Jan 25, 2021",None,Armor Games,82,Amicable Animal,SOLAS 128,tbd,"<span class=""blurb blurb_collapsed"">SOLAS 128 takes place within a neon clockwork mechanism that is under attack. A strange external force has taken over, leaving disarray in its wake. Players must carefully repair the machine by learning how it works, and solving over 150 interlocking screens of puzzles.<br/> <br/>At its heart,</span>"
Action|Platformer|2D|,"Aug 30, 2018",E10+,XSEED Games,82,GalaxyTrail,Freedom Planet,7.9,"Freedom Planet is a combat-based platform adventure that pits a spunky dragon girl and her friends against an alien attack force. Theres trouble around every turn, from insects to giant robots to sheer explosive destruction, but youll have a variety of special fighting abilities to blast"
Role-Playing|Action RPG|,"Jun 26, 2018",T,NIS America,82,Falcom,Ys VIII: Lacrimosa of DANA,8.7,"Ys returns with a brand new adventure for the first time in 8 years! Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island. Amidst this, Adol"
Adventure|General|,"Nov  9, 2018",E10+,Square Enix,82,Throughline Games,Forgotton Anne,7.3,"<span class=""blurb blurb_collapsed"">Step into a hand-animated realm of wonder in which everyday objects take on a life of their own.<br/><br/>Imagine a place where all that is lost and forgotten goes; old toys, letters, socks. The Forgotten Lands is a magical world inhabited by Forgotlings; living mislaid objects longing to be</span>"
Role-Playing|Action RPG|,"Oct  1, 2020",T,DotEmu,82,Falcom,Ys Origin,7.9,"700 years before the events of Ys I & II, the land of Ys was on the brink of destruction. Demons came in droves and forced the twin Goddesses who ruled the land to whisk their subjects away from the surface, into the safe embrace of the clouds. The demons were persistent, however, erecting a massive tower in pursuit. The battle that raged upon the ground had begun ascending for a second round up above."
Adventure|Point-and-Click|,"Sep 21, 2017",T,Terrible Toybox,82,Ron Gilbert and Gary Winnick,Thimbleweed Park,8.2,The best point and click adventure game on the switch and a return to the classic feel of the genre i love.  Though i did figure out the ending about 2 hours in.
Puzzle|Action|,"Mar 30, 2018",E,Two Tribes,82,Two Tribes,Toki Tori,7.8,"Take control of Toki Tori, a surprisingly heroic chicken, as he puzzles his way through 80+ levels spread over 5 unique worlds. Toki Tori isn’t very athletic, he can’t even jump. Luckily he has some great tools at his disposal, including the Telewarp, Freeze-o-Matic and InstantRock. Creative"
Action|Action Adventure|Platformer|Open-World|None|,"Mar 17, 2020",T,Playism,82,Nigoro,La-Mulana 2,8.4,"<span class=""blurb blurb_collapsed"">La-Mulana 2 features sprawling ancient ruins, mind-boggling mysteries, untold numbers of items, and terrible enemies combining to form what is possibly the perfect Metroidvania-style ""archaeological ruin exploration action game"".<br/><br/>In La-Mulana 2, you take on the role of Lumisa Kosugi -</span>"
Miscellaneous|Party / Minigame|,"Jul 12, 2019",E10+,Reptile,82,Reptile,Lethal League Blaze,8.3,"In the game, the goal is to beat your opponents with the ball. You can manipulate the ball to get the perfect angle and use your character’s special moves to surprise them. But every strike speeds up the ball or even doubles its speed, up to shatteringly extreme velocities. You can tag the ball to your color, but on those high speeds the tables are quickly turned. You can play locally with friends and foes, by yourself in the single-player modes or battle it out online."
Role-Playing|Western-Style|,"Aug  8, 2019",M,Versus Evil,82,Red Cerberus,Pillars of Eternity: Complete Edition,2.7,"Pillars of Eternity, the ultimate role-playing experience on PC, comes to Xbox One! Created by and for role-playing fans by Obsidian Entertainment, masters of the RPG genre, Pillars started as a Kickstarter project, where it shattered all funding goals and pulled in more than 75,000 backers."
Puzzle|Action|,"Dec 21, 2020",None,Nerd Monkeys,82,Nerd Monkeys,Traffix,tbd,"<span class=""blurb blurb_collapsed"">Traffix is the original traffic puzzle game.<br/>With simple rules and minimalist design, you'll help drivers drive through chaotic rush hours all over the world<br/>Control the traffic lights and help guide the drivers through various city highways like Paris, Tokyo, Istanbul or Las Vegas.
Start</span>"
Role-Playing|Action Adventure|General|Western-Style|,"May  5, 2022",T,Fellow Traveller,82,Jump Over The Age,Citizen Sleeper,tbd,"<span class=""blurb blurb_collapsed"">Live the life of an escaped worker, washed-up on a lawless station at the edge of an interstellar society. Inspired by the flexibility and freedom of Tabletop RPGs, explore the station, choose your friends, escape your past and change your future.<br/>LIFE ON ERLIN'S EYE<br/>An abandoned station</span>"
Miscellaneous|Party / Minigame|,"Jun  5, 2020",E,Nintendo,82,Nintendo,Clubhouse Games: 51 Worldwide Classics,7.7,"Play and discover 51 board games, tabletop games, and more all in one package -- Clubhouse Games: 51 Worldwide Classics. This diverse collection includes games from all over the world across multiple genres, from familiar favorites like Chess to international hits like Mancala that have been"
Adventure|Visual Novel|,"Sep  9, 2021",M,Aksys Games,82,Otomate,Olympia Soiree,tbd,"With her entire clan wiped out years ago, Olympia has been isolated for most of her life. Now she lives as the only person on Tenguu Island who can perform a ritual that restores light to a world shrouded in darkness. The heads of each Primary district Red, Blue, and Yellow lead a society"
Adventure|Visual Novel|,"Mar  4, 2021",None,Playism,82,Petit Depotto,Gnosia,8.4,"The Gnosia lie. Pretending to be human, they’ll get in close, trick and deceive, and then eliminate one victim at a time... The crew of a drifting spaceship, facing off against a mysterious and deadly threat known as the “Gnosia” and having no idea who among them is really the enemy,"
Action|Platformer|2D|,"Jun  8, 2017",T,XSEED Games,82,WayForward,Shantae: Half-Genie Hero,7.6,"Shantae is roused from a deep sleep, suddenly alert. She plunges into the moonlit forest in search of answers. In nearby Scuttle Town she discovers a mysterious trapdoor, and beyond that, a luminous subterranean cavern. A familiar voice calls out, drawing Shantae to a beautiful fountain. Touching its waters she is immediately spirited away to the fabled Genie Realm. At her feet a magical seal swells as some powerful evil seeks escape. The chamber trembles with a deep, bellowing roar and everything goes white. Shantae sits upright, back in her bed. Was it just a dream? Or a vision of things to come?"
Role-Playing|Action RPG|,"Aug 28, 2018",M,Wired Productions,82,Haemimont Games,Victor Vran: Overkill Edition,8.1,"Overkill Edition includes the fully updated and award winning Action RPG Victor Vran, the expansive Fractured Worlds & the legendary Motorhead: Through The Ages. Look your very best and reinforce your play style with a monumental arsenal of powerful weapons, game-changing outfits, wicked demon powers and fate-binding destiny cards. Redefine how you play at any moment, even in the heat of battle. Modify your demon slaying loadout as you dodge deadly attacks, leap from towering locations and take on hordes of hideous beasts and cunning boss monsters. Fedora or no fedora, you decide! Slaying demons doesn't have to be a lonely affair -- form a pack and find even greater strength in numbers, to explore the story of the dark world together."
Action|Platformer|2D|,"Jan 26, 2021",E10+,Yacht Club Games,82,Mechanical Head Studios,Cyber Shadow,7.5,"The world has been taken over by synthetic lifeforms. A desperate plea for help sets Shadow on a journey to uncover what started the path to perpetual ruin. Slash through the techno hordes, leap past traps, and nimbly navigate the ruins of Mekacity. Only you can unlock the secrets to your clan's ancient powers in Cyber Shadow, the quintessential Ninja Action game."
Action|Platformer|2D|,"Mar 22, 2019",E,Electronic Arts,82,Coldwood Interactive,Unravel Two,7.8,"Gorgeous graphics, satisfying mechanics, enjoyable puzzles, and a stunning soundtrack. There is nothing to not compliment this game on, and it truly is the best game I’ve ever played, topping even the widely praised Switch game, Breath of the Wild."
Puzzle|Action|Platformer|3D|,"Jul 13, 2018",E,Nintendo,82,Nintendo EAD Tokyo ,Captain Toad: Treasure Tracker,7.9,"Cute little game, perfectly made for handheld. Controls are good, no slowdowns. Technically solid. Imho it has much charm and very high"
Role-Playing|Japanese-Style|,"Oct 14, 2021",E10+,Square Enix,82,Square Enix,Dungeon Encounters,7.4,"A new dungeon exploration RPG where you must strategize to survive. An otherworldly labyrinth has suddenly appeared on the outskirts of a quiet town. Make clever use of your abilities to chart the depths, overcome obstacles and defeat your foes in thrilling battles. From some of the key"
Action|Platformer|2D|,"Sep 27, 2018",E10+,Dumb and Fat Games,82,Greg Lobanov,Wandersong,8.2,"I think this game is incredible. The dialogue is funny and well written. The characters are unique and interesting, and the story is very cool, with many twists as you go along. The gameplay is really fun and had me engaged the entire time. The puzzles are all very fun to go through and solve. I think this game is definitely a must-play."
Action|Platformer|2D|,"Nov 17, 2017",E10+,Two Tribes,82,Two Tribes,RIVE: Ultimate Edition,7.7,"Bought a Switch, got Mario Kart and Zelda (of course), and this is my 3rd game. Fancied a shooter. Never played Rive before. Amazing game. Perfect execution. No regrets. Nice work devs! Thanks."
Miscellaneous|Compilation|,"Aug 31, 2017",T,Inti Creates,82,Inti Creates,Azure Striker Gunvolt: Striker Pack,7.9,"<span class=""blurb blurb_collapsed"">Gunvolt is back and hitting store shelves for the first time in the new Azure Striker Gunvolt: Striker Pack!<br/> <br/>The original critically acclaimed 2D action adventure, Azure Striker Gunvolt, is combined with its highly anticipated successor, Azure Striker Gunvolt 2, in one amazing game</span>"
Role-Playing|General|,"Jul 29, 2021",T,CyberConnect2,82,CyberConnect2,Fuga: Melodies of Steel,7.9,"The story takes place on a floating continent, an archipelago of both small and large floating islands where two species known as Caninu and Felineko live. Malt, a young Caninu shepherd, lives with his little sister Mei in Petit Mona, a little village located in the Free Lands of Gasco. Over"
Role-Playing|Japanese-Style|,"Mar 26, 2019",T,Square Enix,81,Square Enix,Final Fantasy VII,7.5,"Mako. The discovery of this natural resource drawn directly from the planet's life force marked the dawn of a new era, and now the energy sustains the lives of people across the world. However, the Shinra Company has monopolized mako production, and in doing so established a powerful"
Adventure|General|3D|First-Person|,"Jun  5, 2021",T,Playism,81,ORIGAME DIGITAL,Umurangi Generation,7.0,"""Umurangi Generation is a fantastic game that blew me away with its impactful story and well-implemented photography mechanics. Even though"
Action Adventure|Sandbox|,"Feb  9, 2018",E10+,Square Enix,81,Square Enix,Dragon Quest Builders,8.1,"<span class=""blurb blurb_collapsed"">Generations ago, the realm of Alefgard was plunged into darkness by the terrible and treacherous Dragonlord, ruller of all monsters. Mankind was robbed of the power to build and forced to wander the ruins of their former home, scrounging and scavenging in the dust to survive.<br/> <br/>Now its up</span>"
Miscellaneous|Party / Minigame|,"Apr 13, 2017",T,"Jackbox Games, Inc.",81,"Jackbox Games, Inc.",The Jackbox Party Pack 3,7.8,"<span class=""blurb blurb_collapsed"">The threequel to the party game phenomenon features FIVE new sense-shattering games!<br/> <br/>1) The say-anything sequel Quiplash 2 (3-8 players). Play all new questions or make your own!

2) The deadly quiz show Trivia Murder Party (1-8 players). Match wits with a trivia-obsessed killer.

3)</span>"
Action|Rhythm|Music|,"Apr 25, 2019",T,PM Studios Inc.,81,Rayark Inc.,Cytus Alpha,7.5,"<span class=""blurb blurb_collapsed""></span>"
Action|Miscellaneous|Shooter|Compilation|First-Person|Arcade|,"Jul 26, 2019",M,Bethesda Softworks,81,id Software,DOOM 3,7.8,"A massive demonic invasion has overwhelmed the Union Aerospace Corporation's (UAC) Mars Research Facility, leaving only chaos and horror in its wake. As one of only a few survivors, you must fight your way to hell and back against a horde of evil monsters. The path is dark and dangerous, but you'll have an array of weapons--including a pistol, a chainsaw, grenades, and more--to use for protection."
Action|General|,"Oct 21, 2021",None,Rogue Games,81,Rogue Games,Monomals,8.1,"<span class=""blurb blurb_collapsed"">Dive into a world of music. There's a big music contest going on amongst the world's best animal DJs! Armed with a big fishing rod and a plug, go fishing in deep waters to help the DJs catch all of the Monomals™, and create your very own music in the MonoMaker™!<br/> <br/>CATCH
• Choose your</span>"
Action|Shooter|First-Person|Arcade|,"Feb 10, 2022",T,Night Dive Studios,81,Night Dive Studios,PowerSlave: Exhumed,8.6,"PowerSlave: Exhumed is a KEX Engine port of the classic console game. Destination: The ancient Egyptian city of Karnak. Alien forces possessing horrifying powers have sealed off the once thriving community from all outside contact. As a covert operations specialist, you have been trained for"
Strategy|Turn-Based|Tactics|,"May 23, 2017",T,NIS America,81,Nippon Ichi Software,Disgaea 5 Complete,8.3,"<span class=""blurb blurb_collapsed"">This entry to the legendary Disgaea series tells a tale of revenge, and of rebellion.<br/> <br/>As a new and terrible Overlord named Void Dark seeks to enslave the countless Netherworlds, one young demon has stood to end his reign-Killia. In Disgaea 5, players lead Killia and his tenacious army of</span>"
Action Adventure|Adventure|General|,"Oct  6, 2017",T,Night School Studio,81,Night School Studio,Oxenfree,7.7,"I just finished this and it blew my mind. I went it knowing it was going to be good from what I had heard but it was so much better than anticipated. 10s across the board. Writing, Story. Graphics. Voice Acting. Very, very good. One of those gems you find that hasn't been influenced by the pressure to be conformitive and do well like most triple-a titles."
Action|Platformer|2D|,"Jan 25, 2018",E,SMG Studio,81,SMG Studio,Super One More Jump,8.1,"Easy to pick up but gets hard as it progresses. Many different modes, a lot of content and levels. Very fun co op multiplayer. You can unlock cool retro themes that change how the whole game looks. Very good game only bad thing is music is good but gets very repetitive. Best played in handheld mode."
Adventure|General|,"Dec  2, 2021",E,"GAGEX Co.,Ltd.",81,"GAGEX Co.,Ltd.",The Kids We Were: Complete Edition,tbd,None
Action|Platformer|2D|,"Dec  7, 2017",E,Soedesco,81,Rain Games,Teslagrad,8.0,"<span class=""blurb blurb_collapsed"">Teslagrad is a 2D puzzle-platformer, where you play as a young lad who suddenly finds himself embroiled in an ancient conflict that will shake the foundations of his entire existence, and bring a gruesome truth to light.<br/> <br/>The game revolves around the use of electricity and magnetism, and</span>"
Miscellaneous|Compilation|,"Jun 11, 2019",E10+,Konami,81,Konami,Contra Anniversary Collection,7.0,"5 jeux cultes,  avec leurs versions japonaises en bonus, pour moins de 20 euros parmis lesquels 2 monuments des jeux actions shooter 16bits, cette compilation est de qualité. CONTRA Anniversary Collection bénéficie d'une émulation très solide et techniquement fidèle au matériel original. Les fans apprécieront également l'Ebook inédit dévoilant des artworks magnifiques sur la saga. Quand Konami s'en donne les moyens,  la société peut redonner beaucoup de plaisir aux joueurs."
Role-Playing|Japanese-Style|,"Jan 17, 2020",T,Nintendo,81,Atlus,Tokyo Mirage Sessions #FE Encore,6.3,"The worlds of the Fire Emblem series and Atlus games have crossed paths again and the result is coming to the Nintendo Switch system. An interdimensional evil has invaded modern-day Tokyo, resulting in this fantastical barrage of music, style, and yes, danger. So, fight back! Battle through dungeons to pump up your strategy and creatively decimate your foesbefore all hope fades to black. You and the rising stars you call friends will need to call on your own creative powermanifested as iconic Fire Emblem characters -- to wage a secret war on rogue spirits that feed on creativity. Each encounter will immerse you in deep, turn-based battles that blend the combat of the Fire Emblem and Shin Megami Tensei series into one brutal harmony. Fuse items to craft weaponry; then play to your strengths and crush your foes. Around every corner you'll find fun nods to multiple fandoms, including Fire Emblem references, dungeons themed to the entertainment industry, and stunning musical performances."
Adventure|Visual Novel|,"Sep  4, 2020",M,Fellow Traveller,81,Kaizen Game Works,Paradise Killer,8.0,"An island outside of reality. A rogue human civilization hoping to resurrect dead alien gods. A murder behind locked doors. Paradise is an island that regenerates every few millennia. The psychic power that the alien worshipers within release into the universe is meant to feed and eventually resurrect their fallen deities. But this force also attracts undesired interest from demons, who eventually corrupt each island — until a new alternate reality is birthed by the Council. The system isn’t perfect, but it will be one day — on Perfect 25, the next island-to-be. But on the eve of rebirth, the Council is murdered and Paradise is killed. In the aftermath, the “investigation freak” Lady Love Dies is summoned from exile to find the culprit. This is the crime to end all crimes. What are the facts? What are the truths? Are they the same?"
Adventure|Point-and-Click|,"Jul 10, 2018",T,Mi'pu'mi Games,81,Mi'pu'mi Games,The Lion's Song,8.2,The Lion’s Song is a narrative adventure game. It is steeped in early 20th century history and focuses on a cast of Austrian artists and scientists with each episode taking a closer look at their intimate struggles with creativity and inspiration. The Lion's Song is set against the backdrop
Action|Arcade|,"Aug  7, 2018",E,Team17,81,Ghost Town Games Ltd.,Overcooked! 2,7.8,"<span class=""blurb blurb_collapsed"">Overcooked returns with a brand-new helping of chaotic cooking action! Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up to four players. Hold onto your aprons... it's time to save the world (again!)<br/><br/>FEATURES:

* Online/Local</span>"
Adventure|Visual Novel|,"Jan 30, 2020",T,Vertical Reach,81,Sketchy Logic,Aviary Attorney: Definitive Edition,8.0,"<span class=""blurb blurb_collapsed"">Wonderful, beautiful game.<br/>It is short at about 9 hours max for completing the game and getting all the medals, but well worth the $15 I paid</span>"
Action|Shooter|Shoot-'Em-Up|Vertical|,"May 12, 2020",T,Armor Games,81,Vladimir Fedyushkin,Jet Lancer,tbd,"Jet Lancer is a high-velocity aerial combat shooter where you duel enemy aviators, hunt giant robots, and defy death at supersonic speeds. You are Ash Leguinn: badass pilot, highly paid mercenary, and flight-school drop out. Your day job is fine - the daily grind of dealing with Sky Pirates pays the bills - but nothing compares to the rush of demolishing a ninety-ton mechanical monstrosity at the speed of sound. And you’ll have your chance. As mechanized weapons converge on Root City, you’ll have to be at the top of your game to survive, and you’ll have to surpass your limits if you want to save the world."
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Jul 20, 2021",E10+,ININ Games,81,"Rocket-Engine Co.,Ltd.",Cotton Reboot!,7.6,"<span class=""blurb blurb_collapsed"">Japan's favorite shooter mascot finally gets a worldwide release as a beautiful HD game with stunning graphics and remixed soundtracks. <br/><br/>This is the original ""Cute em' up"", and will test your skills as well as tug on the heartstrings as Cotton and her friends are finally back in the</span>"
Action|Rhythm|Music|,"Mar  9, 2017",T,Flyhigh Works,81,Flyhigh Works,VOEZ,8.0,"<span class=""blurb blurb_collapsed"">VOEZ is played by touching falling notes in time with the music.<br/> <br/>Set in a fictional town named Lan Kong Town, which is modelled after Yilan in Taiwan, the story is centred around six high school students who form a band that eventually achieves international fame.

Gameplay is simple,</span>"
Action|Platformer|Beat-'Em-Up|2D|,"Nov  1, 2021",T,Creative Games Computer Graphics Corporation,81,Neon Doctrine,The Legend of Tian Ding,8.4,"The Taiwanese Robin Hood. Play as Liao Tianding (AKA. Liau Thiam-Ting), vigilante of Taipei city and wanted by the Colonial Japanese authorities. Rob the rich, feed the poor, and fight for justice in the streets of early 20th century Taipei as Taiwan’s legendary outlaw. Based on real events, real people and real situations, The Legend of Tianding is an exploration of a place and time often overlooked and presented in the style of Traditional Chinese Manga. Kung Fu Fighting. Battle the colonial authorities in style with a tanto, waist sash, and fast paced Kung Fu in tightly tuned technical combat. Execute advanced aerial combos, steal weapons from your enemies, use your waist sash and grappling hook to fly around the battlefield, and strike fear into the hearts of your oppressors. Take on incredible bosses like deadly courtesans, greedy businessmen, and even military leaders, each one guaranteed to challenge you with their dynamic abilities and brutal attacks. Explore the Dadaocheng area of Taipei city as it looked like in the early 1900s Run through colorful streets, ride on a speeding train, and make your escape through dark sewers, all done in the style of a retro Traditional Chinese Manga."
Simulation|General|,"Sep 20, 2019",E,Panic Inc.,81,House House,Untitled Goose Game,7.6,"It's a lovely morning in the village and you are a horrible goose. Untitled Goose Game is a slapstick-stealth-sandbox, where you are a goose let loose on an unsuspecting village. Make your way around town, from peoples' back gardens to the high street shops to the village green, setting up pranks, stealing hats, honking a lot, and generally ruining everyone’s day."
Action|Fighting|2D|,"Mar 17, 2022",T,Atlus,81,Arc System Works,Persona 4 Arena Ultimax,5.7,"In P4AU, the characters from Persona 4 and Persona 3 once again find themselves teaming up to face off in the P-1 Climax, a series of battles which must be won before the world ends. The original cast of characters from Persona 3 and 4 are back to discover the mastermind behind the whole tournament, while a few new faces join the fight, including Junpei Iori, Yukari Takeba, Rise Kujikawa, and more. But standing in their way is the dual katana-wielding Sho Minazuki, a huge threat to everyone involved in the P-1 Climax. Worse yet, there's a Sho lookalike who can wield a Persona..."
Sports|Individual|Other|,"Aug  5, 2021",E,Humble Games,81,Pocket Trap,Dodgeball Academia,8.5,"In a world where dodgeball is life, you join Otto at the academy and train to become the ultimate dodgeball champion. Across eight episodes, you’ll forge friendships and create rivals, all in the name of developing the best dodgeball team. Level up Otto and develop a dynamic team across a vast and customizable party progression system. All the while, explore the vast Dodgeball Academia and uncover the long hidden truths that reside within the very walls you live, learn, and dominate in."
Action|Adventure|General|Platformer|2D|,"Mar  5, 2020",E,Retroid,81,Retroid,Wunderling,8.0,"Best game on the switch! So much fun, and funny. Ohh, and you’ll say the F word quite a lot!  In a good way... you’ll understand the when you have played it."
Role-Playing|Action RPG|,"Mar 31, 2020",T,Zen Studios,81,Zen Studios,Operencia: The Stolen Sun,7.7,"Operencia: The Stolen Sun embraces everything you love about classic first-person dungeon-crawlers, enhancing the old-school turn-based RPG experience with modern sensibilities. Gather your team of memorable characters and guide them through a world inspired by Central European mythology, where history meets legend. Unreal Engine 4 powers breathtaking environments, from traditional tombs and dungeons to enchanted castles and a forest made of copper. "
Action Adventure|Linear|,"Mar  4, 2021",E10+,Surefire.Games,81,Foreign Gnomes,Everhood,7.6,"Weird, whimsical, funny... This game is certainly one of a kind. The gameplay is entertaining, the music is superb and dialogue is worth your"
Strategy|Management|Business / Tycoon|,"Apr 29, 2021",None,Northplay ApS,81,Northplay ApS,Fly Together!,tbd,Fly TOGETHER! is a multiplayer game of explosive airplane action that will challenge your inner air traffic controller. The sequel to the award winning Conduct TOGETHER! takes players to the skies in a race against time to bring passengers safely to their destination by drawing flight paths
Miscellaneous|Compilation|,"Nov 28, 2018",E,Tozai Games,81,Southend Interactive,R-Type Dimensions EX,8.0,"Actualización de dos grandes matamarcianos clásicos, que además de actualizar los gráficos en 3D se puede cambiar con un botón a las 2D originales."
Role-Playing|Strategy|General|Action RPG|,"Feb 25, 2020",T,XSEED Games,81,Neverland,Rune Factory 4 Special,8.0,"Rune Factory 4 marks the return of the popular Harvest Moon spinoff that combines farming with dungeon adventuring. For the first time in the series, the player can select to play as a male or female hero, and potential suitors of either gender are also available in order to pursue love, marriage, and possibly a child. As the newly-appointed prince or princess, you can fulfill your royal duties of protecting the town from invaders, or take a more rural approach to governing by raising your own fruits and vegetables and helping townsfolk. Should some dungeon adventuring be on the days itinerary, you can select from the castles vast armament of swords, spears, and staffs along with magic for battle against dangerous foes, or even bring along a companion or friendly monster to aid you during your travels."
Sports|Individual|Other|,"Oct 23, 2018",E,DotEmu,81,Data East,WindJammers,8.1,"I'm not docking points for anything, it just isn't a 10 game but it is a great fun 2 player. As much fun as Mario Tennis Aces but less"
Role-Playing|Japanese-Style|,"Apr  9, 2021",T,NIS America,81,Falcom,The Legend of Heroes: Trails of Cold Steel IV,7.7,"The Erebonian Empire is on the brink of all out war! Taking place shortly after the ending of Trails of Cold Steel III, the heroes of Class VII find themselves against the full force of the Empire in an attempt to stop its path of total domination. Further, the hero of the Erebonian Civil War and Class VII's instructor, Rean Schwarzer, has gone missing. Now, the students of Class VII, old and new, must unite with heroes from all over the continent to create the only chance the world has to be spared from total destruction."
