genres,release_date,metascore,developer,publisher,userscore,rating,summary,title
Fantasy|Role-Playing|Miscellaneous|Massively Multiplayer Online|Massively Multiplayer|Board / Card Game|Fantasy|,"Sep 25, 2012",82,Blizzard Entertainment,Blizzard Entertainment,5.8,T,"World of Warcraft: Mists of Pandaria is the latest expansion set for WoW, set on the new continent of Pandaria. Unlock The Mysteries of Pandaria.  You've stopped Deathwing's destructive rampage and saved the dragonflights from their extinction. Now you you're tasked with unlocking the mysteries of the lost continent and discovering the dark secrets of Pandaria's past. Explore ancient kingdoms hidden since before the Sundering, plunder vast treasures from the depths of the forgotten vaults, and prepare to defend Pandaria from the shadow of a long buried evil - before it's too late. ",World of Warcraft: Mists of Pandaria
Puzzle|Action|,"Apr 23, 2020",82,Beard Envy,Kasedo Games,7.6,None,"Perhaps the best puzzle game of this year - its cute, visually beautiful, comfortable to play, though people call it 'difficult' i would say 'really challenging' and its a very very addictive game. Firm 10 out of 10.",Filament
Simulation|Miscellaneous|Virtual Life|Virtual|Virtual Life|,"Sep 10, 2010",82,EasyGameStation,Carpe Fulgur,8.7,None,"Recettear is the story of an item shop, the girl who lives in it, and the fairy who turned her life upside down. Recette Lemongrass finds herself in charge of an item shop built into her house, in order to pay back a loan her father took and then skipped out on - and Tear, her newfound fairy ""companion"", won't take no for an answer! As Recette, you have to decide how you'll get your stock - either through playing the markets in town or going out into the wild with an adventuring friend and thrashing beasts until they give up the goodies - how much to sell things for, what the shop should look like, and how to best go about getting the money Tear needs to pay off the loan. If you can't come up with the money... well, hope you like living in a cardboard box.",Recettear: An Item Shop's Tale
Sports|Traditional|Team|Soccer|Sim|,"Sep 23, 2014",82,EA Sports,Electronic Arts,4.5,E,"New to this year's installment, players have memories and will show emotion based on the context of the match. With over 600 new emotional reactions, players now respond to pivotal moments on the pitch – bad tackles, missed chances, epic goals - as they would in real life.  Refined commentary highlights unique fan reactions, while chants and behaviors will be relevant to country or even your club. New bench reactions, side line character animations, 10-man goal celebrations, and more will strive to keep you engaged in the story of the match. Your teammates and opponents now recognize what’s happening in the match and will adjust their tactics just like real players.",FIFA 15
Action|Platformer|2D|,"Sep 30, 2015",82,Disparity Games,Disparity Games,6.3,None,"""Ninja Pizza Girl is a serious game about bullying, emotional resilience – and pizza delivering ninjas! "" - it's not a good game though.",Ninja Pizza Girl
General|Adventure|General|3D|First-Person|,"Mar 25, 2014",82,White Paper Games,White Paper Games,6.6,E10+,"Ether One is a first person adventure that deals with the fragility of the human mind. There are two paths in the world you can choose from. At its core is a story exploration path free from puzzles where you can unfold the story at your own pace. There is also a deeper, more adventurous path in which you can complete complex puzzles to restore life changing events of the patients history in order to help the validation of their life. The choice is left to you.",ETHER One
Racing|Simulation|Automobile|,"Oct  3, 2017",82,Turn 10,Microsoft Game Studios,4.9,E,"Experience the thrill of motorsport at the limit. Enjoy graphics at 60fps and native 4K resolution in HDR. Collect and race more than 700 cars, including the largest collection of Ferraris, Porsches, and Lamborghinis ever. Challenge yourself across 30 famous destinations and 200 ribbons, where race conditions change every time you return to the track. [Microsoft]",Forza Motorsport 7
Simulation|Flight|Modern Jet|Combat|,"Dec 10, 2004",82,Laminar Research,Graphsim Entertainment,7.5,E," X-Plane is designed to be the most accurate flight simulator out there, and it is. Although its graphics are still lagging behind Microsoft's eye-candy, no real pilot will neglect the huge difference between these products. For pretty colors, go with Microsoft's FS 2003. For accurate flight dynamics, choose X-Plane.",X-Plane 8
Miscellaneous|Adventure|General|3D|First-Person|,"Sep 25, 2014",82,The Astronauts,The Astronauts,8.0,M,Earphones and a dark room with a measly Core2Duo@3.2 4GB on SSD and Nvidia 570 card plays maxed with a bit of stutter if I spin quickly while,The Vanishing of Ethan Carter
Simulation|Flight|Modern Jet|Combat|,"Oct 23, 2007",82,Microsoft Game Studios,Microsoft Game Studios,7.2,E10+,"The Flight Simulator X Acceleration Expansion Pack delivers an all new thrilling multiplayer race mode, new action-packed missions, and even more new content! Challenge friends in the new racing mode, or test your flight skills in the 20 new missions like being a NASA test pilot, performing search and rescue on an ocean liner, or navigating a whiteout blizzard in the backcountry. Also included are six new scenery maps including the famed Red Bull Air Race courses, and three new planes such as the F/A-18A Hornet, EH-101 Helicopter and P-51D Mustang. [Microsoft]",Flight Simulator X: Acceleration
Action|Shooter|Shooter|First-Person|Modern|Modern|Arcade|,"May 31, 1997",82,Monolith Productions,GT Interactive,8.8,M,"You'll battle cultists, gargoyles, zombies, hellhounds, and an unholy host of other terrors in your quest to stop Tchernobog. You must not only defeat the Cabal--you must scour its dread name from human memory. If that means eradicating everyone and everything the Cabal has ever tainted, so be it. Of course, you'll first have to make your way through fortresses, castles, mines, mansions, and estates guarded and kept by Tchernobog's malevolent servants. Fortunately, it is wits that make the hero, and although you're in serious danger of losing yours, you've got enough left to improvise some pretty effective tools of destruction. Aerosol hairspray can be frightening enough on its own, but apply it to a lighter flame and you've got an instant flamethrower (kids, don't try this at home!). Likewise, a flare gun can brighten your prospects considerably against even the grimmest odds, which is to say nothing for shotguns, Tommy guns, and dynamite. Who knows, you may even find that there are some spirits on your side when you find yourself clutching a voodoo doll. [Monolith]",Blood
Action Adventure|General|,"Sep 28, 2021",82,@unepic_fran,@unepic_fran,8.1,None,"<span class=""blurb blurb_collapsed"">In 1972 a crack commando squad threw you in prison for a crime you didn't commit. You promptly escaped from a maximum-security stockade to the underground trying to survive from these soldiers of fortune.<br/><br/>UnMetal is a 2D stealth/action game (with a bit of humor) where the goal is to escape</span>",UnMetal
Fantasy|Strategy|Turn-Based|General|,"May  3, 2016",82,Counterplay Games,Counterplay Games,7.7,None,"<span class=""blurb blurb_collapsed"">Duelyst is a tactical turn-based strategy game with a heavy focus on ranked competitive play, brought to you by veteran developers and creators from Diablo III, Rogue Legacy and the Ratchet &amp; Clank series. <br/>The world of Duelyst has an expansive identity and mythology, with gorgeous</span>",Duelyst
Strategy|Real-Time|Sci-Fi|Sci-Fi|General|,"Oct 28, 2008",82,EA LA,Electronic Arts,6.9,T,"Red Alert 3 breaks new ground in the RTS genre, featuring a fully co-operative campaign while bringing back the series’ light-hearted style and classic, action-oriented gameplay. In Red Alert 3, the desperate leadership of a doomed Soviet Union travels back in time to change history and restore the glory of Mother Russia. The time travel mission goes awry, creating an alternate timeline where technology has followed an entirely different evolution, a new superpower has been thrust on to the world stage, and World War III is raging. The Empire of the Rising Sun has risen in the East, making World War III a three-way struggle between the Soviets, the Allies, and the Empire with armies fielding wacky and wonderful weapons and technologies like Tesla coils, heavily armed War Blimps, teleportation, armored bears, intelligent dolphins, floating island fortresses, and transforming tanks. Red Alert 3 asks the question ""What If?"" What if every bizarre research project and technology experiment for the last 70 years had actually borne fruit? What if the Philadelphia Experiment, time travel theory, teleportation, invisibility, Tesla technology, and a hundred other intriguing research projects had all paid off and gone mainstream? What if the Soviet Union survived and thrived; what would it look like 10 years in the future? What if the Japanese Empire had never fallen and instead became the ultimate high-tech military superpower?  The end result is an imaginative and playful vision of an alternate future filled with possibility. [Electronic Arts]",Command & Conquer: Red Alert 3
Action|Miscellaneous|Adventure|General|Compilation|Point-and-Click|,"Apr 24, 2012",82,Telltale Games,Telltale Games,8.3,M,"Episode one of a five-part game series set in the same universe as Robert Kirkman’s award-winning series. Play as Lee Everett, the convicted criminal who has been given a second chance at life in a world devastated by the undead. Experience events, meet people and visit locations that foreshadow the story of Deputy Sheriff Rick Grimes. A honed game experience in which actions, choices and decisions you make will affect how your story plays out across the entire series.",The Walking Dead: Episode 1 - A New Day
Simulation|Miscellaneous|Virtual Life|Virtual|Virtual Life|,"Aug 27, 2000",82,Maxis,EA Games,7.4,T,"The Sims: Livin' Large is a great first expansion to The Sims, and I can't think that I could ever play The Sims 1 without it. The expansion",The Sims: Livin' Large
Action|General|General|,"Nov 16, 2011",82,Squid In A Box,Squid In A Box,7.7,None,"In Waves, the player controls a heavily armed ball. The goal is to clear the board of enemies while racking up a big fat Combo with swift kills and well timed Bombs and if it all gets a bit too much you can use your ""Time Buffer"" to slow down the action and turn defeat into victory. Players can compete across five different game modes with online high-score tables and Achievements in their pursuit of perfection.",Waves
Adventure|3D|Fantasy|Third-Person|Fantasy|,"Sep  1, 2002",82,Microids,The Adventure Company,8.5,T,"Syberia is a pure adventure game, where the player will discover a magical world of automatons and meet amazing and intriguing characters in 4 mysterious and incredibly beautiful, realistic and detailed European environments. Syberia is a 3rd person perspective single-player, adventure game using unequalled graphics with 3D characters, with a rich and evolving storyline and a cast of very intriguing and interesting characters.",Syberia
Strategy|Turn-Based|General|,"Apr 28, 2022",82,Toukana Interactive,Toukana Interactive,tbd,None,"There's just not very much to do, and what can be done is not very interesting or deep. It plays like a game that is more about looks than mechanics, but it looks like a game that is more about gameplay than visuals.",Dorfromantik
Sports|Alternative|Individual|Surfing|Surfing|Surf / Wakeboard|,"Oct 15, 2003",82,Beenox,Aspyr,7.8,T,"In Kelly Slater's Pro Surfer, players experience an all-out adrenaline rush as they drop down huge wave faces, pull into barreling tube rides and pull off hundreds of massive trick combinations and signature pro moves. Players choose their own path as they interact with famous surfers, sponsors, magazines and photographers. Exotic real world locations and events including full beach environments with real landmarks and hazards lend authenticity to the game. Multiple modes of play let gamers choose from Career Mode, Free Surf and multiplayer games and each mode unlocks new riders, boards, events, videos and secret breaks. Kelly Slater's Pro Surfer features ultra-realistic ocean conditions including barrels and tubes, and is the only surfing game to have populated waves, where gamers can ride alongside other surfers. Players can also use the Record Book feature to track individual rider stats and world records set throughout the game. [Aspyr Media]",Kelly Slater's Pro Surfer
Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Sci-Fi|Sci-Fi|,"Sep  2, 2002",82,Westwood Studios,Electronic Arts,7.1,T,"Welcome to Earth & Beyond, the first online role-playing galaxy. It's your turn to pilot your own starship, adventure in a massive galaxy, and take part in a thriving community. Alien encounters, fierce combat, cutthroat commerce, new discoveries, perilous quests, strategic alliances, diplomatic backstabbing, and epic wars await you and the friends you meet online. Earth & Beyond allows you to build your character and career in three distinct ways: exploration, trade and combat. The game is designed around these three activities, and each race, profession, skill, starship and item affects how well you excel in these core activities. [Electronic Arts]",Earth & Beyond
Sports|Miscellaneous|Parlor|Individual|Billiards|Billiards|,"Nov 14, 2000",82,Celeris,Interplay,7.1,E, I discovered VP3 in 2002... It's now 2005 and I still haven't found a pool game that comes close. Online play is great fun and it really does improve your real game.,Virtual Pool 3
Sports|Traditional|Individual|Golf|Sim|Sim|,"Sep 16, 2002",82,Microsoft Game Studios,Microsoft Game Studios,6.8,E,"The newest version of the best-selling golf simulator of all-time features improved graphics, six brand-new championship courses, high-resolution 3D characters, a Dynamic Camera that lets you to see your shot from different perspectives, and improved putting with a new 3D Green Analyzer. Links 2003 also brings improvements to the powerful Arnold Palmer Course Designer - the same 3D course architecture tool used by the Links team to create course graphics in stunning photorealistic detail. [Microsoft]",Links 2003
Simulation|Flight|Helicopter|Helicopter|Civilian|,"Apr 13, 2009",82,Eagle Dynamics,Take-Two Interactive,8.5,T,"DCS: Black Shark is a PC game of the Russian Ka-50 attack helicopter and is the first title in a new Eagle Dynamics and The Fighter Collection simulation series: Digital Combat Simulator (DCS). Following Eagle Dynamics' tradition of excellence, ""DCS: Black Shark"" will bring an even more realistic simulation experience than its predecessor ""Flaming Cliffs"". DCS: Black Shark will offer an unprecedented level of realism in regards to flight dynamics, instruments modeling, avionics systems, and weapon systems. The artificial Intelligence of ground vehicles and helicopters has been improved dramatically as well as weapon modeling. A new Mission Editor includes a powerful electronic mapping system that allows user to easily create missions and campaigns. A new campaign system allows the front line of the battlefield to move back and fourth according to your mission success or failure. [Eagle Dynamics]",DCS: Black Shark
Role-Playing|Strategy|Turn-Based|General|General|,"Nov 19, 2009",82,Katauri Interactive,ValuSoft,8.6,T,"King's Bounty: Armored Princess is a sequel to the critically acclaimed King's Bounty: The Legend. Players take on the role of Princess Amelie who travels around the world of Teana and searches for the renowned knight, and her mentor, Bill Gilbert. This new world of King's Bounty: Armored Princess is full of mysteries and dangers. The new character, the Princess, will encounter horrible creatures, huge monstrous bosses and a new race, the bloodthirsty Lizards. As in the multi-award winning game on which this sequel is based, the player has many options to resist these new enemies. Various new skills and characteristics of Amelie as well as her chance to fly will help her overcome the hordes attacking the kingdom. The Princess is also accompanied by a Domestic Dragon, at the very beginning small and amusing, but its abilities develop steadily until it becomes an incredible ally. He will do his best to protect the Princess during the battles, starting with easy blows and treasure hunting and finishing with battle rage and volcano summoning. [1C Company]",King's Bounty: Armored Princess
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Aug 31, 2016",82,ThirtyThree Games,ThirtyThree Games,7.4,E10+,"Cool game, fast and twitchy as F***. Loved it all the way. It's got that 'just one more play' drug, but without stressing you out and making the experience drag or even suck long term.",Atomik: RunGunJumpGun
Racing|Arcade|Automobile|,"Oct 12, 2021",82,Original Fire Games,Square Enix,8.5,E,"Funny little Racer. Really nice controls ensign content for hours of fun. Weekly time challenges, online mode. Nice graphics. One of the better Top Down Racer in the market.",Circuit Superstars
Adventure|Visual Novel|,"Nov  5, 2020",82,The Wild Gentlemen,The Wild Gentlemen,7.8,M,"Sonny Featherland and Marty MacChicken were once legendary detective partners in Clawville PD. Predatory division, nicknamed as the Chicken Police. But that was a decade ago and time had passed them by... Sonny is a semi-alcoholic wreck of a bird on paid leave, while Marty still hides behind",Chicken Police - Paint it RED!
Role-Playing|Japanese-Style|,"Jul  9, 2021",82,Capcom,Capcom,7.8,E10+,"Monster Hunter Stories 2: Wings of Ruin offers both RPG and Monster Hunter fans a unique new experience with a rich storyline featuring charming characters, challenging quests and friendly encounters with familiar monsters from the Monster Hunter series. Assuming the role of a young Monster Rider who can use a Kinship Stone to form strong bonds with monsters, players can gain experience and improve their skills to form deeper connections with these wonderful creatures. When ready, players can embark on memorable adventures filled with dramatic events and heartwarming friendships as the epic tale unfolds.",Monster Hunter Stories 2: Wings of Ruin
Action|Platformer|2D|,"Oct 31, 2016",82,Dopterra,Nicalis,6.6,None,"A wonderful, cute little adventure game with a good story, minor RPG elements, some light hearted humor and plenty of content, Creepy Castle promises and it delivers. The game is segmented across 5 different scenarios, which I will cover in as brief and non-spoilery a way as possible: The first scenario, Creepy Castle, is the only one you have unlocked to begin with, and your character, Moth, is tasked with entering the creepy castle and figuring out what's going on inside. After that, you unlock 3 of the remaining 4 scenarios (the other one is best left as a surprise): Ghostly Mystery, Depth, and Due Exaltation, which are all branches off of the original story. Ghostly Mystery involves you delving into the mysterious ghost palace shortly after the events of the first scenario, and is thematically similar to it as well. The next scenario, Depth, is all about being hopelessly lost in a labyrinthine cave system, and sadly this has little story until the end. Next is Due Exaltation, a space adventure where you... actually, I think I'll leave that for you to find out. After a scenario is completed, you will usually be given the scenario's free mode, where you can replay the scenario with any character you wish. As for the quality of the game, it is an indie gem.",Creepy Castle
Action|General|Arcade|,"Jan  6, 2017",82,Laser Dog,Merge Games,tbd,None,None,HoPiKo
Fantasy|Strategy|Turn-Based|General|,"Sep 18, 2014",82,Triumph Studios,Triumph Studios,8.7,None,"Great DLC which adds new features and make game play more interesting. Mythical city upgrades definitely was super innovation which could change your battle experience. Buy it, you wouldn't regret it.",Age of Wonders III - Golden Realms
Action|Shooter|First-Person|Arcade|,"Mar  8, 2018",82,Fatshark AB,Fatshark AB,7.4,None,"Divertidísimo de principio a fin. Rejugable millones de veces (sobre todo, si eres fan del lore de Warhammer). Eso sí, espero que la tercera parte sea más larga aún, porque te quedas con ganas de más. Mi juego de combate a melé favorito, sin lugar a dudas.",Warhammer: Vermintide 2
Action|Shooter|Third-Person|Arcade|,"Sep 10, 2019",82,The Coalition,Microsoft Game Studios,6.9,M,Gears of War vai ser melhor que Last of Us. Um grande jogo de todos os tempos. Está melhor console definitivo dessa geração para Xbox ONE pelo Gamepass do meu irmão essa semana,Gears 5
Miscellaneous|Adventure|General|Compilation|,"Dec 15, 2008",82,Telltale Games,Telltale Games,7.2,E10+,"Trogdor must be stopped! The beefy-armed dragon of legend has broken free from his arcade cabinet and is burninating the land. With classic 8-bit games leaking into the real world and Strong Badia a fiery mess, only Strong Bad can take back the night and conquer this scorching menace once and for all. Does anybody know how to kill a dragon? [TellTale Games]",Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough
Action Adventure|Fantasy|General|Fantasy|,"Dec  9, 2008",82,Ubisoft Montreal,Ubisoft,7.3,T,"Set in a land rooted in ancient Persian mythology, the Prince finds himself caught in an epic battle between the primal forces of light and darkness: the God of Light, Ormazd versus his brother Ahriman, the destructive God of Darkness. The Prince arrives just in time to witness the destruction of the legendary Tree of Life - an act which threatens to plunge the entire world into eternal darkness. Manifested in the form of the Corruption, a dark substance that physically contaminates the land and the skies, the Prince must partner with Elika, a deadly companion, to heal the world from the evil Corruption. [Ubisoft]",Prince of Persia
General|Strategy|Turn-Based|Tactics|,"Feb  1, 2019",82,Chucklefish,Chucklefish,6.0,E10+,Finally a game where I can live my nostalgic childhood of games like Fire Emblem and Advance Wars. On top of the fact that maps can be created,Wargroove
Action|Shooter|Shooter|First-Person|Tactical|Modern|Modern|,"Jun 15, 2004",82,NovaLogic,NovaLogic,8.5,T,"Set in Indonesia in the near future, Joint Operations takes the player to a country on the verge of disintegration. Regional independence movements have acquired advanced weaponry as the nation's military splits into competing factions. Escalating violence threatens innocent civilians and Western economic interests. [NovaLogic]",Joint Operations: Typhoon Rising
Driving|Racing|Simulation|Rally / Offroad|Rally / Offroad|Automobile|,"Apr 20, 2006",82,Techland,TopWare Interactive,7.3,E,"Xpand Rally is a breathtaking game that gives you the true to life experience of driving powerful rally cars amidst photorealistic sceneries. Realistic weather effects, rolling hills, and animated scenery all add to game's visual perfection. Xpand Rally also features highly detailed models of modern rally cars and handling physics developed with the help of rally sport professionals which further enhance the realism of driving experience. Xpand Rally combines the best elements of Rally and Rally Cross racing in one unique gaming experience. The game offers a career mode based on time trials during both: individual races and World Championship Series which will satisfy traditional Rally fans. The Rally Cross fans won't be disappointed either - they can challenge several opponents in head to head racing during competitions based on real and fictitious race events. Xpand Rally, as the only title on the market, brings the economy factor into a rally game. The player starts with a junk car and competes in races to earn money and acquire upgrades, repair damage, tweak performance and pay the race entry fees. [Techland]",Xpand Rally
Role-Playing|Action RPG|,"Nov 10, 2020",82,Edelweiss,XSEED Games,7.2,T,"<span class=""blurb blurb_collapsed"">Sakuna: Of Rice and Ruin is the forthcoming title from Edelweiss.<br/><br/>Sakuna: Of Rice and Ruin combines side-scrolling action with deep crafting and farming simulation. Players take on the role of Sakuna, a spoiled harvest goddess banished to a dangerous island with a group of outcast humans.</span>",Sakuna: Of Rice and Ruin
General|Action|Role-Playing|Shooter|Action RPG|First-Person|Arcade|,"May  5, 2017",82,Arkane Studios,Bethesda Softworks,8.2,M,"You awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject in an experiment meant to change humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you delve into the dark secrets of Talos I and your own past, you have to survive using the tools found on the station, your wits, weapons, and mind-bending abilities. [Bethesda Softworks]",Prey
Role-Playing|Action RPG|,"Jul 22, 2014",82,Namco Bandai Games,Bandai Namco Games,7.5,T,"Embark on a journey to reclaim a crown that Drangleic's King Vendrick once owned. This perilous quest will lead you through an entirely different world within the Dark Souls II universe, where stepped pyramids span a vast underground cavern. It is said that one of the ancient crowns lay buried deep within these dark caverns; but surely such a valued item cannot sit unguarded. Explore in search of a crown that holds the strength of lords from times long past.",Dark Souls II: Crown of the Sunken King
Action Adventure|Horror|Survival|,"Jan 20, 2015",82,Capcom,Capcom,8.5,M,In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce as they struggled to stay alive. ,Resident Evil HD Remaster
Role-Playing|General|,"Mar  4, 2021",82,Four Quarters,Devolver Digital,8.0,None,"justice es el mejor álbum de Justin, cada canción lo representa increíblemente bien y estoy orgullosa de lo mucho que creció y maduro, sus vocals son increíbles Justin el rey",Loop Hero
Strategy|Real-Time|Historic|General|Historic|,"Aug 21, 2002",82,Haemimont,Strategy First,7.4,E,"Both RTS and Role-Playing gamers will enjoy the experience of becoming the young Warrior Larax, who after losing his beloved one, has given himself to the goddess of war, Kathubodua. In strategic mode, you play against computer opponents or other players on the Internet exercising your strategic and tactical skills to achieve objective victory. You train and command many units, hire and develop heroes, acquire powerful artefacts and conquer strongholds and villages. Launch large-scale military campaigns against your foes to bring them to their knees. The game-play in this mode is similar to the traditional RTS gameplay. In adventure mode, you control a party of heroes and explore the world as the struggle between Caesar and the Gaul chieftain evolves. Which side you will support? Will you betray your allies of yesterday? Will you follow the mysterious druids as they request your assistance? Command strongholds and large armies; take risky missions behind the enemy lines. Find powerful artefacts to support you. [Strategy First]",Celtic Kings: Rage of War
Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,"Dec  4, 2000",82,Sony Online Entertainment,Sony Online Entertainment,7.3,T,Scars of Velious is the single greatest expansion pack ever released for any game.  Velious set a bar which Everquest expansions would never reach again.,EverQuest: The Scars of Velious
Simulation|Flight|WWII|WWII|Combat|,"Dec 13, 2000",82,Wayward Simulations,Atari,7.3,M," Well, I would rate it that, wouldn't I! :) But seriously, what a great team it was that put it all together. I flew a few multiplayer missions in the fighters in development and it was the best multiplayer experience ever. If only we'd had time to implement it on the B-17s and test it so it could have been released...",B-17 Flying Fortress: The Mighty 8th
Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,"May 13, 2013",82,4A Games,Deep Silver,8.5,M,"The year is 2034. Beneath the rubble of post-apocalyptic Moscow, in the tunnels of the Metro, the remnants of our species are besieged by deadly threats. Mutants stalk the catacombs beneath the desolate surface, and hunt amidst the poisoned skies above. But rather than stand united, the station-cities of the Metro are engaged in a struggle for the ultimate power, a doomsday device from the military vaults of D6. A civil war is stirring that could wipe humanity from the face of the earth forever. As Artyom, burdened by guilt but driven by hope, you hold the key to our survival – the last light in our darkest hour.",Metro: Last Light
Action|Shooter|Shooter|First-Person|Historic|Arcade|,"May 30, 2013",82,Antimatter Games,Tripwire Interactive,8.4,None,"Rising Storm is the next game in the Red Orchestra franchise. You know the gameplay, features and realistic audio and graphics of RO2 - Rising Storm will take this to the Pacific Theater, adding even more features, new levels, new weapons and new factions. The game allows the player to fight across iconic locations from the famous island-hopping campaigns in the Pacific from 1942 to 1945, as the US Army and Marine Corps fight it out with the Imperial Japanese army and Special Naval Landing Forces. Players experience beach assaults, jungle fighting, close quarters night fighting and more across Guadalcanal, Iwo Jima and Saipan, among other iconic battles. The player is able to take the part of either side – American or Japanese – battling it out online in multiplayer on up to 64-player servers. Rising Storm also introduces an entirely new type of gameplay to the franchise - asymmetrical warfare. The American’s have the apparent advantage in firepower with their fast firing semi-automatic rifles, fully automatic weapons, and devastating flamethrower. The Japanese balance this out with gameplay elements that model their raw courage, ferocity, and cunning use of equipment. Their knee mortars allow them to rain indirect fire down on their enemies from anywhere in the map. Grenades can be planted and turned into booby-traps for unwary GIs. The Japanese put very high store on close-quarter combat, with a bayonet on almost every weapon – even machine guns and SMGs. Their banzai charge suppresses the enemy making it difficult for them to return fire and gives them an opportunity to close in to use bayonets and katanas on their opponents.",Rising Storm
Action|Fighting|2D|,"Aug 27, 2014",82,Reptile,Reptile,7.7,None,"Lethal League is a competitive projectile fighting game where the goal is to launch a ball into the face of your opponent. Lethal League first gained notoriety when it was featured as the grand final ‘Mystery Game’ on UFGT9. It quickly became clear that the extreme nature of the game, mixed with the stylized street visuals and chip-hop music hit a sweet spot with the crowd.",Lethal League
Strategy|Real-Time|General|,"Dec 22, 2020",82,Cassel Games,Cassel Games,6.0,None,It's an interesting game that combines a number of trends into something that ALMOST works.  Additional playtesting would have paid off for the developer.,Ratropolis
Adventure|General|Third-Person|General|Point-and-Click|Fantasy|,"Apr 19, 2012",82,Amanita Design,Amanita Design,8.4,None,Another masterpiece from Amanita Design. Great visuals and stylization with breathtaking sounds and music from DVA band and funny puzzles. I am glad for preordering.,Botanicula
Adventure|General|,"Jul 30, 2019",82,adamgryu,adamgryu,8.6,E,"I had a great evening playing ""a short hike"". Just a few hours where I enjoyed the dialogs, the music, the pixel graphics... It was a calm, fun and relaxing experience, like a short hike :)",A Short Hike
Role-Playing|General|,"Jun 19, 2017",82,Red Hook Studios,Red Hook Studios,6.8,T,"Darkest Dungeon®: The Crimson Court is the first expansion for the award-winning grim and gothic RPG by Red Hook Studios. Crimson Court is a parallel campaign experienced alongside the main Darkest Dungeon content that will provide you with new challenges and variation at every difficulty level. The narrative grounding sheds some light on the Ancestor’s early days, and will be presented in the same style of cut-scenes you’ve seen elsewhere in the game.",Darkest Dungeon: The Crimson Court
Action|Shooter|Third-Person|Tactical|,"Feb 23, 2016",82,PopCap,Electronic Arts,7.6,E10+,"In Plants vs. Zombies Garden Warfare 2, the zombies have conquered, and the plants are on the attack for the first time in this  shooter. In your Backyard Battleground you can edit your character’s abilities and customizations, choose quests, jump into co-op or multiplayer action modes, or invite up to three friends in to your backyard to start a party and take on AI – defeat a wave, and a more powerful wave will show up. You can also switch teams to challenge your friends. Backyard Battleground is your own frontline base to plan your attack before you enter the battle for Zomburbia. [EA]",Plants vs Zombies: Garden Warfare 2
Puzzle|Action|,"Jan 17, 2017",82,Ysbryd Games,Ysbryd Games,5.8,None,"<span class=""blurb blurb_collapsed"">She Remembered Caterpillars is a gorgeous hand crafted puzzle game.<br/> <br/>The game is great, the art style is superb the soundtrack is also</span>",She Remembered Caterpillars
Miscellaneous|Puzzle|Puzzle|General|Puzzle|Logic|General|,"Dec 20, 2006",82,PopCap,PopCap,8.0,E10+,"This game is not for everyone.  Already from the title you should be able to tell it is a word game.  If you don't enjoy things like scrabble then you won't enjoy this game.  It's as simple as that.  For those of you who do enjoy words, then this game is a hilarious and entertaining way to brush up on your English skills, but have it still feel like you're playing a real game.",Bookworm Adventures Deluxe
Sports|Traditional|Team|Soccer|Sim|,"Nov 13, 2014",82,Konami,Konami,5.6,None,"<span class=""blurb blurb_collapsed"">fifa fanboys ? shut up. i don't care about graphics. 10 years old idiots<br/>OH MY GAWD DIS GAME LOOK LAIKE 2005 OH MY GAWD I AM FIFA FANGAY.</span>",Pro Evolution Soccer 2015
Strategy|Real-Time|Fantasy|General|Fantasy|,"Dec  6, 2004",82,EA LA,Electronic Arts,8.6,T,"The Lord of the Rings, The Battle for Middle-earth is an unprecedented real-time strategy game that delivers the epic scope and depth of J.R.R. Tolkien's amazing world. You are in complete control of the epic battles as depicted in all three installments of the blockbuster The Lord of the Rings movie trilogy. From waging all-out combat among Middle-earth’s vast armies to controlling your favorite heroes while managing the resources of your side, the fate of a living, breathing Middle-earth is in your hands. Built upon the acclaimed ""Command & Conquer Generals"" 3D game engine, The Battle for Middle-earth allows you to command the forces of light or darkness in two separate campaigns. You'll have to choose your forces wisely, since each army has its own unique strengths and weaknesses. Complete with all of the epic music, actor voices, and other film assets seamlessly integrated into the game, The Battle for Middle-earth offers a truly memorable entertainment experience. Command the heroes and armies of Middle-earth in over 25 missions based on all three films. Control one of four unique sides, each with its own playing styles, resource management, and base-building techniques. [Electronic Arts]",The Lord of the Rings: The Battle for Middle-Earth
