genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Role-Playing|Action RPG|,"Oct 14, 2021",T,Maximum Games,80,EXOR Studios,The Riftbreaker,6.2,"You play the role of captain Ashley S. Nowak - you are the Riftbreaker, an elite scientist/commando inside a powerful Mecha-Suit. Enter a one-way portal to Galatea 37, a distant planet at the far reaches of the Milky Way Galaxy, with the purpose of building up a base that will allow travel back to Earth and further colonization. Ashley's Mecha-suit, which she calls ""Mr. Riggs"", can withstand the harshest environmental conditions and has a full range of equipment for base construction, resource extraction, gathering specimens, and of course - combat. It is capable of traveling through rifts that connect space across vast distances."
Action Adventure|General|Role-Playing|Action RPG|,"Jul 29, 2021",None,United Label,80,Fallen Flag Studio,Eldest Souls,tbd,"<span class=""blurb blurb_collapsed"">Eldest Souls is a challenging, pixel-art boss-rush game. The Old Gods have long been imprisoned. Humanity has prospered. Great Kingdoms have arisen from the now forsaken temples of worship. But no longer…<br/>In their final act of vengeance, the Old Gods have unleashed a great Desolation upon</span>"
Action Adventure|Open-World|,"Sep 24, 2021",M,Sega,80,Sega,Lost Judgment,8.2,"SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days"
Action|Fighting|2D|,"Feb 14, 2022",T,Koch Media,79,SNK Corporation,The King of Fighters XV,5.9,"Since its debut in 1994, the KOF fighting game series has been driving the world to excitement with its appealing characters and unique game system. Six years have passed since the last title in the series, and now KOF XV surpasses all of its predecessors in terms of graphics, systems, and"
Action Adventure|Open-World|,"Oct  7, 2021",M,Ubisoft,79,Ubisoft Toronto,Far Cry 6,5.1,"Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft]"
Action Adventure|Survival|,"Sep  7, 2021",M,PQube,79,Dual Effect,Tormented Souls,8.1,"<span class=""blurb blurb_collapsed"">De 10.<br/>Obra maestra absoluta. Tiene lo mejor de Resident Evil, Silent Hill y Project Zero.<br/>Survival old school total, camara fija,</span>"
Action|Adventure|General|Platformer|2D|,"Sep 29, 2021",E10+,Mixtvision,79,Kaleidoscube,A Juggler's Tale,7.2,"A Juggler’s Tale is a cinematic puzzle-platformer. Play as Abby, the marionette, and make your way through a medieval fairy tale world to find freedom. Use the puppet’s strings in unique puzzles, find your way around obstacles, and evade the relentless cut-throats that are hot on your heels – while the puppet master holds the strings firmly in his hands.  ""Ladies and Gentlemen! Come in, come in! In the mood for a story, are we?"" Abby is an artiste held captive at a circus: She spends her days entertaining the audience and her nights in a cage, longing for freedom. One day, she escapes the circus and gets to explore a mystical world. Alas, freedom comes at a cost and Abby soon finds herself dragged into the dangers this world has to offer: In a war-torn, medieval fairy tale, surrounded by ravaged, starving citizens and hunted by the relentless cut-throat Tonda, Abby has to cross raging rivers, make it through bandit camps and around traps. Her adventure is always accompanied by the lyrical rhymes of puppet master Jack, who tells her story while holding the strings of his puppets firmly in his ever-helpful hands. Who can Abby trust? Can she find a way to truly break free? Despite dangling from her threads, will Abby learn that she can still influence her destiny? ""Abby, Abby... Don't you see, the threads holding you up – also hold you back."""
Strategy|Real-Time|General|,"Nov 30, 2021",T,Rebellion,79,Rebellion,Evil Genius 2: World Domination,6.6,"<span class=""blurb blurb_collapsed"">Evil Genius 2 is a satirical spy-fi lair builder, where players take control of an Evil Genius and set their plans for world domination in motion. When it feels this good to be bad, the Forces of Justice don't stand a chance!<br/><br/>Build your own unique evil lair and cover operation, train a</span>"
Sports|Individual|Other|,"Oct 28, 2021",T,Ubisoft,79,Ubisoft,Riders Republic,5.8,"<span class=""blurb blurb_collapsed"">Jump into the Riders Republic massive multiplayer playground! Meet and compete with other players, and ride hard with an exciting range of activities such as bike, ski, snowboard, wingsuit and rocket wingsuit.<br/><br/>Live out the rider's fantasy as you roam free in a huge, vibrant open world,</span>"
Role-Playing|Japanese-Style|,"Jul 20, 2021",T,Modus Games,79,Dreams Uncorporated,Cris Tales,7.5,"Cris Tales is a gorgeous, indie love letter to classic JRPGs with a new perspective. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play! Join the newly awakened Time Mage Crisbell and her fantastical companions on"
Role-Playing|Action RPG|,"Jan 18, 2022",T,DrinkBox Studios,79,DrinkBox Studios,Nobody Saves the World,8.1,I love love love love this game amazing in coop the story the challenge the coop dam is so smoothly done big bosses dungeons all the characters the dragon so nice this game got alot of love please give a seguel
Action Adventure|Open-World|,"Mar 15, 2022",M,Rockstar Games,79,Rockstar North,Grand Theft Auto V,3.5,"Los Santos: a sprawling sun-soaked metropolis full of self-help gurus, starlets and fading celebrities, once the envy of the Western world, now struggling to stay afloat in an era of economic uncertainty and cheap reality TV. Amidst the turmoil, three very different criminals plot their own"
Adventure|3D|First-Person|,"Nov 10, 2020",M,Aspyr,79,Bloober Team,Observer: System Redux,7.1,"Graphical masterpiece. I have tried this on oled + hdr. What a game. Visually it took my breath. I do not know if on normal configuration it will be similar effect, but wow. Also I like this creepy dark blade runner atmosphere."
Action|Shooter|First-Person|Arcade|,"Sep 28, 2021",T,Frontier Foundry,78,Ratloop Games Canada,Lemnis Gate,4.0,"Lemnis Gate is a time-warping, turn-based combat strategy FPS. Over five alternating turns taking place in a 25” time-loop, you are called to master the unique abilities of a varied cast of deep-space operatives and outskill, outsmart, and outmanoeuvre your opponent in mind-bending"
Strategy|Real-Time|Command|,"Oct 26, 2021",None,Koch Media,78,KING Art,Iron Harvest Complete Edition,tbd,"Iron Harvest is a real-time strategy game (RTS) set in the alternate reality of 1920+, just after the end of the Great War. The Game lets you control giant dieselpunk mechs, combining epic singleplayer and coop campaigns as well as skirmishes with intense action on the battlefield for"
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Apr 30, 2021",E10+,NIS America,78,Granzella Inc.,R-Type Final 2,5.9,4K version is on the disc!! I thought all Series X enhancements had to be downloaded but to my surprise this game is (almost) Series X ready
Sports|Team|Soccer|Management|,"Nov 30, 2020",None,Sega,78,Sports Interactive,Football Manager 2021,7.4,"<span class=""blurb blurb_collapsed"">Football Manager 2021 Xbox Edition brings the depth, detail, and drama of the world’s favourite football management simulation series to Xbox.<br/>Experience the closest thing to being a real manager by taking charge of the world’s greatest football teams and playing the beautiful game your</span>"
Strategy|General|Management|Business / Tycoon|,"Oct  7, 2021",None,Coatsink Software,78,Bunnyhug,Moonglow Bay,4.4,"The gameplay is very relaxing, the story and characters are fine, my only complaint is that the frame rate is too low while walking around, although I think this was intentional. I do appreciate that you can choose both your and your partner's pronouns, it makes for a more immersive experience."
Sports|Team|Soccer|Sim|,"Sep 27, 2021",E,Electronic Arts,78,EA Canada,FIFA 22,2.7,"Powered by Football™, EA SPORTS™ FIFA 22 brings the game even closer to the real thing with fundamental gameplay advances and a new season of innovation across every mode. New gameplay features in FIFA 22 give you more consistency between the posts with a goalkeeper rewrite that brings more"
Adventure|General|,"Dec  3, 2020",None,The Game Bakers,78,The Game Bakers,Haven,7.5,"Does love truly conquer all? Two lovers gave up everything, left their entire lives behind, and escaped to a lost planet to be together. Play these lovers, Yu and Kay, at the same time as they settle into an unknown and eerie world. Explore the planet searching for parts and material to fix their ship and make it a cosy home. Enjoy life together as a relatable couple cooking meals, crafting, collecting resources and engaging in meaningful conversations. Fight against those trying to tear them apart by synchroniSing their actions in combat, finding the perfect timing and rhythm, while controlling both characters simultaneously. Glide through the mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom."
Sports|Individual|Combat|Wrestling|,"Mar  8, 2022",T,2K Games,78,Take-Two Interactive,WWE 2K22,6.5,"Get ripped out of the stands and hit with complete control of the WWE Universe. Hitting this hard has never been so easy. Everything from the controls to the graphics have been redesigned, and feels as real as being ringside at WrestleMania. Hit with the biggest and best-looking Superstars"
Simulation|Space|Combat|,"Dec  3, 2021",T,Deep Silver,78,Fishlabs,Chorus,7.7,"Take control of Nara, once the Circle’s deadliest warrior, now their most wanted fugitive, on a quest to destroy the dark cult that created her. Unlock devastating weapons and mind-bending abilities in a true evolution of the space-combat shooter. Along with Forsaken, her sentient starfighter, explore ancient temples, engage in exhilarating zero-g combat, and venture beyond our waking reality. Lead Nara and Forsaken, her sentient ship, as their quest for redemption takes them across the galaxy and beyond the boundaries of reality. Enter a dark new universe, teeming with mystery and rife with conflict. Explore epic locations such as sprawling space stations and strange planes of existence beyond our own. Attain powerful weapons and combat upgrades. Master your ship’s unique drift mechanic and deadly mind-bending abilities, including extra-sensory perception, teleportation, and telekinesis. Chain your powers together to become the ultimate living weapon."
Adventure|3D|First-Person|,"Sep 28, 2021",T,Modus Games,78,We Create Stuff,In Sound Mind,tbd,"From the creators of cult classic Nightmare House 2, comes an imaginative psychological horror experience that challenges your expectations and ushers you through the deepest corners of your mind. As you awake in the corridors of an inexplicable building, you find the environment takes on a life of its own and leads you to discover a series of victims, all exposed to the same experimental therapy. In your search for answers, bizarre visions emerge and introduce a host of imposing horrors. With your sanity in question, you have no choice but to rely on your instinct…and a cat named Tonia. In Sound Mind is a witty first-person psychological horror with frenetic puzzles, unique boss fights, and original music by The Living Tombstone. Explore and fight through a series of unsettling memories as you journey within the inner workings of the one place you can’t seem to escape—your own mind."
Adventure|3D|First-Person|,"Apr 14, 2022",T,Merge Games,78,Digixart Entertainment,Road 96,6.7,"<span class=""blurb blurb_collapsed"">Summer 1996. Today is the day! You hit the road. Adventure. Freedom. Escape. Run. Flee the Regime. Try to survive. On this risky road trip to the border, you'll meet incredible characters, and discover their intertwined stories and secrets in an ever-evolving adventure.<br/>But every mile opens</span>"
Racing|Simulation|Automobile|,"Sep  4, 2020",E,Nacon,78,KT Racing,WRC 9 FIA World Rally Championship,6.0,"<span class=""blurb blurb_collapsed"">The game runs nicely 60fps xbox series S-<br/>The only thing wrong now. Those cars don’t sound like rally cars. The only one that sounds like a</span>"
Action|First-Person|Shooter|Arcade|,"Mar  1, 2022",None,Devolver Digital,78,Flying Wild Hog,Shadow Warrior 3,6.0,"Shadow Warrior 3 launches the offbeat first-person shooter series to the next level with a seamless blend of fast-paced gunplay, razor-sharp melee combat, and a spectacular free-running movement system. Fallen corporate shogun Lo Wang and his former employer turned nemesis turned sidekick"
Action|Platformer|2D|Metroidvania|,"Mar 23, 2022",E10+,MY.GAMES,78,Allods Team Arcade,Blast Brigade vs. the Evil Legion of Dr. Cread,tbd,"<span class=""blurb blurb_collapsed"">Blast Brigade vs. The Evil Legion of Dr. Cread is an eye-popping 2D action-adventure inspired by the popcorn-chomping thrills of '80s action flicks.<br/><br/>Assemble a crack team of heroes and use your platforming skills and puzzle-solving wits to traverse unique biomes, meticulously designed to</span>"
Action|Rhythm|Music|,"Jan 27, 2022",T,Bandai Namco Games,78,Bandai Namco Games,Taiko no Tatsujin: The Drum Master!,8.0,"<span class=""blurb blurb_collapsed"">The same fun drumming game you know and love... Just not as generous.<br/>Maybe the fact that it went straight to Game Pass had something to do</span>"
