genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Action|Platformer|2D|,79,Dumb and Fat Games,6.7,E10+,Dumb and Fat Games,Wandersong,A charming and unique game with some nice moments but at some points it just drags on quite a bit and was boring to go through. One of few games that could benefit from being shorter. 71/100,"Jan 22, 2019"
Action|Strategy|Real-Time|Shooter|Arcade|Tactics|Shoot-'Em-Up|Top-Down|,79,Hypersect,5.7,E,Hypersect,Inversus,"Inversus is a minimalist action-strategy shooter for one to four players. Movement is constrained to opposite colors of a black and white grid. My walls are your paths and your walls are my paths. Each shot flips tile colors in an attempt to block, trap, and close in on the enemy. Firing a bullet opens up a path for you while also closing off a path for me. Both online and local couch play are supported. Fight for high scores on an ever-changing board. [Playstation.com]","Aug 16, 2016"
Action|Rhythm|Music|,79,Puuba,6.8,T,Akupara Games,The Metronomicon: Slay the Dance Floor,"<span class=""blurb blurb_collapsed"">Packing in a fully-fledged story mode with a colorful cast of musically-empowered heroes and villains, The Metronomicon sees you take control a party of eight newly graduated masters of the rhythmic combat arts to wage musical warfare against a multitude of dance-mongering fiends.<br/> <br/>By</span>","Aug 29, 2017"
Horror|Horror|Action Adventure|Survival|,79,Frictional Games,8.2,M,Frictional Games,SOMA,"Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable.","Sep 22, 2015"
Action Adventure|General|,79,Foam Sword,7.0,E10+,Double Fine Productions,Knights and Bikes,"KNIGHTS AND BIKES is a hand-painted action-adventure for 1 or 2 players, set on a British island in the 1980s. It's a coming-of-age story starring Nessa & Demelza, exploring the coasts of Penfurzy on their trusty bikes, looking for a legendary lost treasure in a Goonies-inspired tale of excitement, danger, fun and friendship.","Aug 27, 2019"
Action|Platformer|3D|,79,Gears for Breakfast,8.2,T,Gears for Breakfast,A Hat in Time,"A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart. Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world. Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat.","Dec  5, 2017"
Action Adventure|General|,79,Deck Nine Games,7.8,M,Square Enix,Life is Strange: Before the Storm - Episode 2: Brave New World,"This second episode was very much worth the wait and gave me something more than I expected. While we all knew this prequel would be grounded in the realm of realism, I couldn't help but feel a lot more connected than I expected. The dynamic between Chloe and Rachel starts to heat up all while not even giving Rachel as much screen time as the first episode. But you know what they say, space make the heart grow fonder and thats exactly what happened. This episode drives in the point of consequences very well while also giving you some oddly small but fun mini games to further push the story. With each episode now I can now understand why Chloe was who she was the in first season while also experiencing so much personal turmoil with her. All in all, this episode brought a greater sense of passion and twinkle to relationships of not just Chloe and Rachel but other side characters who I shall not name.","Oct 19, 2017"
Strategy|Management|Business / Tycoon|,79,Frontier Developments,5.6,E,Frontier Developments,Planet Coaster: Console Edition,Sorry .. anybody that down rates this game has clearly not played it long enough. moaning coz there are menus to navigate ..please. This game,"Nov 10, 2020"
Action|Platformer|2D|,79,cleaversoft,6.8,E10+,cleaversoft,EarthNight,"EarthNight is a hand-painted roguelike runner about the dragon apocalypse. Dragons have taken over the Earth and exiled the decimated human population to outer space. Our outraged heroes Stanley and Sydney decide to skydive to the planet’s surface, taking out as many dragons as they can on their way. In terms of gameplay, Stanley is a good pick for beginners given his simpler control scheme. Sydney is for experts, with a less intuitive — but ultimately more rewarding — control scheme.","Jan 23, 2020"
Action|General|,79,Ivy Games LLC,3.2,E10+,Ivy Games LLC,Gravity Ghost: Deluxe Edition,"Surf the night sky. Careen through the cosmos. Find the fox. When a ghost girl’s best friend goes missing, she’ll turn the whole universe upside down to find him. Gravity Ghost is a planetary platformer where orbiting is an art form. In over 100 dizzying levels, put your aerial skills to the test against planets that bounce, break, splash, and more. ","Aug  6, 2019"
Adventure|3D|First-Person|,79,Necrophone,7.1,T,Necrophone,Jazzpunk: Director's Cut,"Jazzpunk is a stylized first-person adventure comedy. As the mysterious Agent Polyblank, you'll explore a variety of retro-futuristic locations, and perform all manner of gadget-driven capers. The tone of the game is cartoon cyberpunk; dense technology-infused locales, dripping with a fresh coat of colour and humour.","Sep 20, 2016"
Action Adventure|General|,79,Io Interactive,6.9,None,Square Enix,Hitman: Summer Bonus Episode,None,"Jul 19, 2016"
Adventure|Visual Novel|,79,Good Gate Media,5.8,T,Wales Interactive,Five Dates,"Five Dates is a completely live-action, interactive romantic comedy. The plot follows Vinny, a millennial from London, joins a dating app for the first time while living in lockdown. From a choice of five interested women, the player can control who Vinny video dates and how he interacts with their very different personalities. The interactive story unfolds in a multitude of different directions, each exploring whether compatibility, chemistry and connection are still possible in a world where physical touch is no longer an option. Five Dates is a fast-turnaround rom-com project that has been conceptualized and developed during lockdown. Mandip Gill, who played Doctor Who’s companion in the last two series of the long-running UK show, is joined by Georgia Hirst (Vikings), Marisa Abela (who is a lead in Lena Dunham’s upcoming BBC project Industry), Taheen Modak (co-lead in Maisie Williams’ new Sky show Two Weeks To Live), and Sinead Harnett (UK singer/influencer) in the cast.","Nov 17, 2020"
Role-Playing|General|,79,Ubisoft San Francisco,7.8,M,Ubisoft,South Park: The Fractured But Whole,"South Park: The Fractured but Whole empowers players to delve into the tender, crime-ridden underbelly of South Park with Coon and Friends. This dedicated group of crime fighters was formed by Eric Cartman, whose superhero alter ego, The Coon, is half man, half raccoon. As The New Kid, players join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a group of others to battle the forces of evil while Coon strives to make his team some of the most beloved superheroes in history. Creators Matt Stone and Trey Parker were involved in every step of the development of the game. [Ubisoft]","Oct 17, 2017"
Role-Playing|General|,79,Nuke Nine,tbd,T,BlitWorks,Vagante,"Vagante is an action-packed roguelike platformer set in a dark fantasy world filled with monsters, demons and crooks. It features permanent death and procedurally generated levels. Despite these dangers, adventurers commonly travel these unforgiving lands questing for fame, riches, and","Jan 27, 2022"
Action|Platformer|Platformer|3D|3D|,79,Vicarious Visions,5.3,E10+,Activision,Skylanders Swap Force,"Embark on an exciting new adventure with the Skylanders and the SWAP Force. For generations, the SWAP Force protected the volcano that replenishes Skylands magic. That is until an epic battle caught them in an eruption that blasted them apart, sent them to Earth and gave them the ability to swap powers. Only you can mix and match their tops and bottoms, put them on the new Portal of Power and save Skylands.","Nov 15, 2013"
Action Adventure|Adventure|General|,79,Night School Studio,7.7,T,Night School Studio,Oxenfree,"This game is awesome! The story and dialogue are so good, the art style is great, and I am so excited for the sequel. There is no combat, so watch a review from a source you trust and understand what you're signing up for before you purchase the game. It's not for everyone. I really can't recommend it enough though.","May 31, 2016"
General|Action|Role-Playing|Shooter|Action RPG|First-Person|Arcade|,79,Arkane Studios,8.0,M,Bethesda Softworks,Prey,"You awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject in an experiment meant to change humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you delve into the dark secrets of Talos I and your own past, you have to survive using the tools found on the station, your wits, weapons, and mind-bending abilities. [Bethesda Softworks]","May  5, 2017"
Action Adventure|General|,79,Over The Moon,7.5,T,Over The Moon,The Fall,"Assume the role of ARID, the artificial intelligence on board a high-tech combat suit. ARID's program activates after crashing on an unknown planet. The human pilot within the combat suit is unconscious, and it is ARID's duty to protect him at all costs! As she progresses into her twisted and hostile surroundings, driven to find medical aid before it is too late, the realities of what transpired on this planet force ARID to reflect upon her own protocols. ARID's journey to save her pilot ultimately challenges the very rules that are driving her. ","Jul 14, 2015"
Role-Playing|General|Action|Action Adventure|Platformer|Open-World|Metroidvania|,79,Aksys Games,6.9,E,Aksys Games,Chronicles of Teddy: Harmony of Exidus,"Chronicles of Teddy: Harmony of Exidus is a 2D Platformer ""Metroidvania"" game developed by Storybird Games. You play as a little girl and your","Mar 29, 2016"
Puzzle|Action|,79,Fast Travel Games,7.1,E,Fast Travel Games,The Curious Tale of the Stolen Pets,Experience an interactive tale of childlike wonder. Help your grandfather solve the mystery of the stolen pets by exploring wonderful miniature worlds crafted from the ground up for VR. Use a hairdryer to melt snow in a wintery landscape. Search the wreck of a pirate ship partially hidden under the surface.,"Nov 19, 2019"
Role-Playing|Japanese-Style|,79,Stegosoft Games,tbd,T,DANGEN Entertainment,Rise of the Third Power,"<span class=""blurb blurb_collapsed"">1587, 2A - 15 years have passed since the guns of the Great War at last fell silent.<br/>The conflict rocked the world, leaving half a generation of men and women lying dead on the battlefield. Of the many players that had acted on the world stage, only two remained; the kingdom of Cirinthia</span>","Feb 10, 2022"
Action Adventure|Horror|Survival|Adventure|3D|Third-Person|,79,Supermassive Games,8.3,M,SCEA,Until Dawn,"When 8 friends become trapped on a remote mountain getaway gone wrong, things quickly turn sinister and they start to suspect they aren’t alone. Gripped by fear and with tensions in the group running high, you’ll be forced to make snap decisions that could mean life or death for everyone involved. Every choice you make while playing as each of the eight friends – even the seemingly trivial ones – will carve out your own unique story.","Aug 25, 2015"
Action|Platformer|2D|,79,Sumo Digital,7.1,E,SCEA,LittleBigPlanet 3,"Sackboy, the knitted knight has been pre-loaded with an new climbing ability and brand-new power-ups including the Pumpinator. In LittleBigPlanet 3, explore a world riddled with creativity as you explore all areas of the Imagisphere, accost the inhabitants of the mysterious planet Bunkum and confront the nefarious Newton. Meet a variety of surprises that the LittleBigPlanet Community have created and shared for you to enjoy, with new levels and games to play every day. Then, if you’re feeling inspired, flex your creative muscles with the customization tools, to bring your own imagination to life in LittleBigPlanet 3. [Playstation]","Nov 18, 2014"
Action|General|Action Adventure|Adventure|3D|Open-World|First-Person|,79,"Young Horses, Inc",7.6,E10+,"Young Horses, Inc",Bugsnax,"<span class=""blurb blurb_collapsed"">Explore whimsical Snaktooth Island in search of answersand a snack, maybe. <br/>In this first-person adventure, you play as a journalist who receives a mysterious film from the disgraced explorer, Elizabert Megafig. She's invited you to Snaktooth Island to witness her latest and greatest</span>","Nov 12, 2020"
Action Adventure|Survival|,79,Skydance Interactive,8.3,M,Skydance Interactive,The Walking Dead: Saints & Sinners,"<span class=""blurb blurb_collapsed"">One of the best VR games I've played on my PSVR so far, if not the best.<br/> <br/>Well-rounded and fun, with a lot of quality content and responsive</span>","May  5, 2020"
Adventure|3D|Third-Person|,79,Coatsink Software,6.5,None,Coatsink Software,PHOGS!,"<span class=""blurb blurb_collapsed"">PHOGS!<br/>One of the best games of the year<br/>If you ever wanted to know what it must be like to be catdog, phogs comes pretty close to allowing</span>","Dec  3, 2020"
Action Adventure|Sci-Fi|General|Survival|,79,Creative Assembly,8.3,M,Sega,Alien: Isolation,"Alien: Isolation is a first-person survival horror game which captures the fear and tension evoked by Ridley Scott’s 1979 classic film. Players find themselves in an atmosphere of constant dread and mortal danger as an unpredictable, ruthless Xenomorph is stalking and killing deep in the shadows. Underpowered and underprepared, you must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission, but to simply stay alive.","Oct  7, 2014"
Action|Action Adventure|General|Open-World|,79,Runic Games,7.0,T,Runic Games,Hob,"It’s not often that a game takes the path of no discernible dialogue, and instead relies on you to not only figure out what it’s saying by","Sep 26, 2017"
Action|Miscellaneous|General|Pinball|,79,Zen Studios,7.1,E10+,Zen Studios,Pinball FX2 VR,Really nice VR pinball game which makes a lot of fun. The tables are very well polished and each table has its own concept. It is one of my favorite VR games just because it is less immersive thanks to the motionless view. The perfect game to play in between when most of other VR games are too less relaxed. The only negativ is the high price to get all tables. Something which is not new by Zen Studio.,"Nov 29, 2016"
Role-Playing|General|Strategy|Turn-Based|Tactics|,79,Stoic,7.7,T,Versus Evil,The Banner Saga,"A remarkable game. It is a mixture of a strategic RPG and survival management. The mixture of this made a challenging gameplay with lot of hard decision. Also the art style, soundtrack and graphics are unique and enhance the immersion. The world is inspired by Nordic aka Viking culture and mythology. Story: The goddess Loom Mother created the humans by learning to weave life into the world. The other gods wanted to do this too but had often not the skills or patience. Some imitated this by creating other races like the Varl (Giants) or Horseborn (Centaurs). One angry god however created the Dredge who are living humanoids out of stone to destroy the other races. He was punished by the Loom Mother but this ended accidentally with his dead to every gods shock as they thought themselves to be immortal. The gods then fought and killed themselves or are in hiding but there is no evidence for the last. Meanwhile the before fighting Varl and Humans made peace to repel the Dredge. They won and the Dredge seem to be gone. However many years later the sun stopped at the sky and the Dredge seem to return in numbers unlike before. This will be a struggle for survival. I like the story and the dread. You feel the menace and the harsh battle for survival. Together with the well done characters it is an immersive and enjoyable adventure. Game play: Firstly the strategic RPG parts. It is turn based but not with a speed attribute. You are in control of up to 6 characters per battle. Each side has alternating turns no mater the numbers except one is down to the last man standing. Example you have 6 characters so after 12 turns it is your same characters turn again. When the enemy has 8 it will be 16 before the same characters turn. Be careful! This is dangerous when you have spared the most powerful enemies until the end. You have an armor and health rating. Health is also attack power and this is an interesting concept. Lets say attack power 9 against armor 7  with 10 health. This is 9-7 = 2 damage and with this health is 10-2= 8. The possible damage output is lowered from also 10 to 8 for the damaged character. You can attack the armor instead but this is a separated lower value. You do at least 1 damage no mater the armor but with high differences the hit percentage is lower and lower. You have also willpower that can be added. You have a stock and a value for max adding. The value will be added to the result. Lets take the above example and use 2 willpower. Damage 9-7=2+2=4. Useful in many situation as it can also be used to increase moving range. The character level up with enough kills but you must pay the level up with more and more renown (See below) for this and it is not much status increase per level. Also you can equip better artifacts (only 1 per character) and each 2 levels your willpower based special skills get better but also more expensive. A simpler but really enjoyable system with some depth. Then there is the survival part. Some say it is similar to the classic “The Oregon Trail” but I think this is not familiar anymore. You are the leader of a caravan and must protect its people. You travel through the lands with them and must get food and this is also bought with renown points. You get those for defeating enemies and some events. It is harsh decision making between level up and buying more food. Starvation is a thing and more people need more food. There is a moral rating system and this will be also with benefits and penalties. There are random and scripted events where you have to made decisions. Your decisions mostly have consequences and you can gain or lose heroes, food, moral and people too. It is a cruel situation and as leader you have to make harsh decisions or let others pay the price. I forgot that defeated heroes need recovery time except on easy difficulty (And more on hard). You can still use them but they are really weakened. Resting improves moral, heals wounded heroes but it takes time and consumes food. I think this is a good set up and the rest is easy to learn. The game worked really well with its story, characters and challenges. Even normal gets really hard later on when you want to be noble leader and safe as many lives as possible. Then there is the graphics. It looks hand-drawn and the world and characters look amazing. Another game where I would buy an artbook. The soundtrack is truly good and I was amazed that they used artist I already cherish like Malukah, Peter Hollens and Taylor Davis. They have good YouTube channels by the way. With this the game is a masterpiece for me. Overall a good game creates emotion and has an addicting gameplay. This is true for the Banner saga and the mixture is worth 10/10 for me.","Jan 12, 2016"
Driving|Racing|Arcade|Motorcycle|Automobile|Street|Street|,79,RedLynx,7.1,E10+,Ubisoft,Trials Fusion,"Before I had got Trials Fusion, I had never really played games like this before. But I gave it a chance anyways. And I absolutely LOVE IT.","Apr 15, 2014"
Action|Platformer|2D|,79,Sony Interactive Entertainment,7.3,E,Sony Interactive Entertainment,LocoRoco,"The peaceful world of the LocoRoco are under attack by the not-so-nice Moja Corps! These evil outer space creatures have come to take the LocoRoco from their land of blowing flowers, lively creatures, and pastel scenery. You must move the LocoRoco through more than 40 levels of slippery slopes, teetering platforms, and maze-like passages.","May  9, 2017"
Action|Role-Playing|Platformer|Action RPG|None|,79,Humble Hearts,7.6,E10+,Humble Hearts,Dust: An Elysian Tail,"<span class=""blurb blurb_collapsed"">Set in the beautiful yet mysterious world of Falana, this game chronicles protagonist Dust's journey to liberate an oppressed village, and rediscover his past. He is aided by an ancient sword, Ahrah, and his helpful if unreserved sidekick, Fidget.<br/> <br/>Meticulously hand-animated and painted,</span>","Oct  7, 2014"
Action Adventure|Open-World|,79,Rocksteady Studios,7.9,M,Warner Bros. Interactive Entertainment,Batman: Arkham Knight - Season of Infamy: Most Wanted,"Play as Batman with the Season of Infamy: Most Wanted Expansion, featuring legendary super-villains invading Gotham City. In these story missions, The Dark Knight faces the most dangerous super criminals as chaos continues to erupt in the streets of Gotham. This pack includes 4 separate missions with all new story arcs featuring Ras Al Ghul, The Mad Hatter, Killer Croc and Mr. Freeze.","Dec 22, 2015"
Strategy|Management|Government|,81,Tantalus,7.1,E,Paradox Interactive,Cities: Skylines - PlayStation 4 Edition,"Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this including the ability to mod the game to suit your play style makes this the definitive city building simulation.","Aug 15, 2017"
Sports|Individual|Skate / Skateboard|,81,Milkbag Games,tbd,None,Milkbag Games,FutureGrind,None,"Jan 22, 2019"
Action|Arcade|,81,Ghost Town Games Ltd.,8.1,E,Team17,Overcooked! 2,"<span class=""blurb blurb_collapsed"">Overcooked returns with a brand-new helping of chaotic cooking action! Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up to four players. Hold onto your aprons... it's time to save the world (again!)<br/><br/>FEATURES:

* Online/Local</span>","Aug  7, 2018"
Action|Beat-'Em-Up|3D|,81,Paper Cult,6.4,M,Paper Cult,Bloodroots,"<span class=""blurb blurb_collapsed"">Un indie perfecto en el gameplay que propone, con mucha personalidad y mucha carisma<br/><br/>El gameplay es sumamente fluido, los jefes finales</span>","Feb 28, 2020"
Action Adventure|General|,81,DONTNOD Entertainment,8.2,M,Square Enix,Life is Strange: Episode 5 - Polarized,"Fantastic final episode that really does draw from the previous 4 episodes in a surprising way. Highly recommended, if you were waiting for the final episode to purchase the game you have a great 5 part series ahead.","Oct 20, 2015"
Puzzle|Action|,81,Hello Games,7.3,None,Hello Games,The Last Campfire,"<span class=""blurb blurb_collapsed"">DISCOVER A PURPOSE<br/> <br/>The Last Campfire is an adventure, a story of a lost ember trapped in a puzzling place, searching for meaning and a way home.

ON A JOURNEY
Travel deeper into the lands beyond the dark forest and overcome the adversities before you.

UNCOVER A WORLD
Discover</span>","Aug 27, 2020"
Shooter|Sci-Fi|Sci-Fi|Action|Shooter|Third-Person|Shoot-'Em-Up|Arcade|Top-Down|,81,Arrowhead Game Studios,8.0,T,SCEA,Helldivers,Helldivers is a game that shouldn't be as good as it is. My first impressions were of an utterly unremarkable twin-stick shooter. After,"Mar  3, 2015"
Action Adventure|Linear|,81,Starbreeze,8.0,T,505 Games,Brothers: A Tale of Two Sons,يوسف أنت رائع رائع .. القصة ياخي جدًا مؤثرة والجيمبلاي والفكرة وكل شي .. شكرًا على هذه التحفة,"Aug 11, 2015"
Third-Person|3D|Adventure|Point-and-Click|,81,Double Fine Productions,7.2,E10+,Double Fine Productions,Broken Age,"Broken Age is a point-and-click adventure telling the stories of a young boy and girl leading parallel lives. The girl has been chosen by her village to be sacrificed to a terrible monster--but she decides to fight back. Meanwhile, a boy on a spaceship is living a solitary life under the care of a motherly computer, but he wants to break free to lead adventures and do good in the world. Adventures ensue.","Apr 28, 2015"
Action Adventure|General|,81,DONTNOD Entertainment,8.4,M,Square Enix,Life is Strange: Episode 4 - Dark Room,"Darkroom follows the antics of series protagonist, Max, as she attempts to uncover the mystery behind the disappearance of Rachel Amber and get to the bottom of the bizarre happenings in Arcadia Bay. With the ‘End of the World’ party on the horizon, time is running out for Max to become the saviour of the town.","Jul 28, 2015"
Action|Fighting|2D|,81,SNK Corporation,7.8,M,SNK Corporation,Samurai Shodown,"11 years have passed since the last series installment, and it is now time for SAMURAI SHODOWN to return in a brand-new game featuring high-end visuals and gameplay. Faithfully reproducing the game mechanics and atmosphere that contributed to the success of the series, SAMURAI SHODOWN includes a feature that learns from players game actions and patterns in order to create CPU-controlled “ghost” characters. With a story set one year before the very first installment, a diverse cast of returning and new characters cross paths in order to fulfill their destinies. [SNK]","Jun 25, 2019"
Action|Platformer|Platformer|2D|2D|,81,WayForward,7.5,T,XSEED Games,Shantae: Half-Genie Hero,"If there were one word to describe Shantae: Half-Genie Hero, it would be magical. The atmosphere this game creates backs that statement up. If","Dec 20, 2016"
Role-Playing|Japanese-Style|,81,Cardboard Utopia,5.8,T,Cardboard Utopia,Children of Zodiarcs,"This is a fantastic turn-based combat game. In addition to card deck building, you also do dice deck building. Then when you play a card, you roll dice to see how effective or if any special bonuses can be added. Great characters and a surprisingly emotional story as well! There's nothing I would change about this game, which is why I gave it such a high rating!","Jul 18, 2017"
Adventure|General|,81,Tequila Works,7.3,T,GameTrust,The Invisible Hours,"The Invisible Hours is a masterpiece in it's design and a must play PS VR game.  Despite being produced by a medium sized video-game company called Tequila Works, The Invisible Hours is a fully realized experience that excels in every design category.  The plot is expertly woven with well fleshed out characters and dialogue.  Meanwhile, the acting/voice work are top notch and some of the best performances I've seen in the video game industry.  The way everything all fits together in the game design is seriously wondrous to behold.  In addition, the game structure expertly shows off VR's unique entertainment strengths.  The sense of presence in the game is very engrossing and one of the coolest experiences I've had in PS VR so far.  The world in this game is so immersive that it really feels like its happening in real time.  The atmosphere is stunning and the attention to detail is impeccable.  The controls are very simple, intuitive, and functional.  And best of all, I experienced no motion sickness the entire game.  There is no traditional gameplay per-se but it works very well here and I feel if there was, it would only get in the way of the experience. The only minor detraction I can find with the game is that sometimes it can become tiring to follow everything that happens if your mind starts to wander, but you can take a break whenever, so its not that big of a deal.  The Invisible Hours is also split up into chapters and they aren't too long so the pacing is well done and helps with breaks.  Despite the short chapters, the game has a lot of replay as there is a bunch of content to observe and it becomes more enriching with every subsequent play-through of the events.  In conclusion, The Invisible Hours is one of the best VR experiences the medium has to offer right now and ranks up with the best video games of all time and I'm sure it will become a classic in the future!  I feel every gamer should give it a shot!","Oct 10, 2017"
Action|Shooter|First-Person|Arcade|,81,Fatshark AB,6.9,M,Fatshark AB,Warhammer: Vermintide 2,"Great game! Too bad they waited this long to release it on ps4, if they had released the game at all platforms at the same time Fatshark would have ruled the world by now! The game really is that good.","Dec 18, 2018"
Sports|Individual|Combat|Boxing / Martial Arts|,81,FitXR,6.3,E10+,FitXR,BOXVR,"BoxVR brings music enhanced, boxing inspired workouts to Virtual Reality gaming. Leading fitness instructors help us produce a variety of boxing workouts, specifically designed to destroy calories in the most entertaining way ever devised! We are constantly improving BoxVR with new classes, music, moves and features.","Apr 30, 2019"
Action Adventure|Linear|,81,PlatinumGames,7.8,M,Sega,Bayonetta,"Bayonetta is a cinematic and stylish action game from the creative mind of Hideki Kamiya. As a gun-wielding witch with powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless enemies in a game of 100% pure all-out action. Outlandish finishing moves are performed with acrobatic grace as Bayonetta flows from one fight to another. Bayonetta pushes the limits of the action genre with magnificent over-the-top action and fast-paced, dynamic climax combat.","Feb 18, 2020"
Action|Pinball|,81,Zen Studios,tbd,None,Zen Studios,Star Wars Pinball VR,"<span class=""blurb blurb_collapsed"">For the first time ever, Star Wars Pinball surrounds us in virtual reality! Star Wars Pinball VR collects 8 AMAZING TABLES:<br/><br/>The Mandalorian 
Star Wars Episode IV: A New Hope 
Star Wars Episode V: The Empire Strikes Back 
Star Wars Episode VI: Return of the Jedi 
Rogue One: A Star Wars</span>","Apr 29, 2021"
Sports|Individual|Other|,81,Pocket Trap,8.0,E,Humble Games,Dodgeball Academia,"In a world where dodgeball is life, you join Otto at the academy and train to become the ultimate dodgeball champion. Across eight episodes, you’ll forge friendships and create rivals, all in the name of developing the best dodgeball team. Level up Otto and develop a dynamic team across a vast and customizable party progression system. All the while, explore the vast Dodgeball Academia and uncover the long hidden truths that reside within the very walls you live, learn, and dominate in.","Aug  5, 2021"
Action Adventure|General|,81,DONTNOD Entertainment,6.3,M,Square Enix,Life is Strange 2: Episode 1 - Roads,"It's hard to write a review about this game without spoilers, but here goes. While the first episode seems shorter than lis 1's first episode, that's only because it's way more fluid in it's narrative. (You won't waste hours looking at the same pointless Rachel poster.) The game does dive into the political side of America, the ugly side, and it does it well. Let's be honest. We play the lis games for the feels,(and the cool atmosphere/music) and you will have them in the first episode. The best part is that during the entire time I'm was playing, I never once wished it was Max and Chloe on the screen. That speaks volumes about what dontnod has accomplished.","Sep 27, 2018"
Action Adventure|Survival|,81,Atlus,8.1,M,Atlus,Catherine: Full Body,"Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?","Sep  3, 2019"
Simulation|Racing|Arcade|Vehicle|Automobile|Civilian|,81,Saber Interactive,6.9,E,Focus Home Interactive,SnowRunner,"<span class=""blurb blurb_collapsed"">SnowRunner puts you in the driver's seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever. Drive 40 vehicles from brands such as Ford, Chevrolet, and Freightliner as you leave your mark on an untamed open world.<br/>Overcome mud,</span>","Apr 28, 2020"
Action|Platformer|2D|,81,Lunar Ray Games,6.4,T,Chucklefish,Timespinner,"Really fun game, one of my favorite Metroidvanias and indie games of this gen. The game is not afraid to admit that it is heavily influence by","Sep 25, 2018"
Role-Playing|Action RPG|,81,Radical Fish Games,7.3,T,DECK13 Spotlight,CrossCode,"A retro-inspired 2D Action RPG set in the distant future. A story about the distant future of gaming - from an unexpected angle. Plenty of characters and plot twists included. Master the bouncing ball mechanics and solve a whole bunch of puzzles. CrossCode has fast, action-packed combat filled with damage numbers. And we still managed to squeeze some strategy in there. Be a proper avatar and master all 4 elements: Cold, Heat, Shock and Wave. What, those are not the right elements? No idea what you are talking about. Being a proper RPG, CrossCode comes with tons of skills, equipment, items, NPCs, quests and all those fun little things consuming your precious time. CrossCode is full of awesome: huge hostile cyborg crabs, a seaman with a jetpack and head-banging meerkats. ","Jul  9, 2020"
Action RPG|Role-Playing|Action RPG|,81,Square Enix,7.6,T,Square Enix,Final Fantasy XV,"FINAL FANTASY XV is a fantasy based on reality. Escaping the flames of war, Noctis, the Crown Prince of the Kingdom of Lucis, embarks on an epic journey with his best friends through a world of larger-than-life beasts, amazing wonders to behold, and dungeons filled with danger in hopes of finding the strength to take back his homeland and end the battle. [Square-Enix]","Nov 29, 2016"
Role-Playing|Action RPG|,81,miHoYo,4.6,T,miHoYo,Genshin Impact,"Welcome to the beautiful fantasy world of Teyvat. Step into a huge open-world of adventure and mystery, where heroic quests await. As a traveller from another world, you must find your lost sibling and unravel Teyvat's many secrets. Joined by Paimon, a kind-hearted sprite guide, your mission","Sep 28, 2020"
Role-Playing|Japanese-Style|,81,Falcom,8.6,T,NIS America,The Legend of Heroes: Trails of Cold Steel IV,"The Erebonian Empire is on the brink of all out war! Taking place shortly after the ending of Trails of Cold Steel III, the heroes of Class VII find themselves against the full force of the Empire in an attempt to stop its path of total domination. Further, the hero of the Erebonian Civil War and Class VII's instructor, Rean Schwarzer, has gone missing. Now, the students of Class VII, old and new, must unite with heroes from all over the continent to create the only chance the world has to be spared from total destruction.","Oct 27, 2020"
Miscellaneous|Action Adventure|Edutainment|Open-World|,81,Ubisoft,7.2,M,Ubisoft,Assassin's Creed Origins,"Set in mysterious Ancient Egypt, Assassin’s Creed Origins is a new beginning. Experience a new way to fight while exploring the Great Pyramids and hidden tombs across the country of Ancient Egypt, and encounter many memorable storylines along your journey. And discover the origin story of the Assassin's Brotherhood. [Ubisoft]","Oct 27, 2017"
Role-Playing|Action RPG|,81,Bandai Namco Games,7.5,T,Bandai Namco Games,Tales of Vesperia: Definitive Edition,"Tales of Vesperia: Definitive Edition celebrates the 10th anniversary of this RPG with new fully playable characters, events and other additional content never released outside of Japan. Follow Yuri Lowell, a former Imperial Knight, as he befriends a colorful cast of characters throughout the world of Terca Lumireis and finds himself in the middle of a nefarious plot that threatens the destruction of the entire planet.","Jan 11, 2019"
